row_label_raw,row_label_full,col_0,Pages,numeric__Pages
Statement of the board of general directors,Statement of the board of general directors,Statement of the board of general directors,1-2,
Independent auditors'report,Independent auditors'report,Independent auditors'report,3-4,
Audited consolidated financial statements,Audited consolidated financial statements,Audited consolidated financial statements,,
Consolidated balance sheet,Consolidated balance sheet,Consolidated balance sheet,5-8,
Consolidated income statement,Consolidated balance sheet > Consolidated income statement,Consolidated income statement,9,9.0
Consolidated cash flows statement,Consolidated cash flows statement,Consolidated cash flows statement,10-11,
Notes to the consolidated financial statements,Notes to the consolidated financial statements,Notes to the consolidated financial statements,12-74,
