row_label_raw,row_label_full,col_0,Rubber latex production and trading,Production and trading of rubber products,Wood processing,"Construction, real estate, infrastructure","Tourism, restaurant, hotel services",Electricity business,Other business activities,Adjustments and eliminations,Total,numeric__Rubber latex production and trading,numeric__Production and trading of rubber products,numeric__Wood processing,"numeric__Construction, real estate, infrastructure","numeric__Tourism, restaurant, hotel services",numeric__Electricity business,numeric__Other business activities,numeric__Adjustments and eliminations,numeric__Total
Financial income,Financial income,Financial income,"1,013,415,209,125","23,474,962,877","19,692,210,456","496,114,489,266","1,883,659,874","24,645,755,613","2,331,266,210,627","(2,953,284,733,855)","957,207,763,983",,,,,,,,,
Financial expenses,Financial expenses,Financial expenses,"236,640,495,886","8,961,468,952","74,580,675,704","12,729,788,328","1,578,082","55,834,171,015","(177,222,082,073)","253,472,347,027","464,998,442,921",,,,,,,,,
Other income,Other income,Other income,"1,588,894,192,049","4,939,697,504","19,100,569,470","33,299,573,425","1,220,416,438","102,299,351","14,906,190,717","(284,245,595,888)","1,378,217,343,266",,,,,,,,,
Other expenses,Other expenses,Other expenses,"475,399,921,827","6,201,537,286","10,985,695,124","6,553,348,813","52,746,381","6,214,094,428","6,753,696,625","(575,208,854)","511,585,831,630",,,,,,,,,
The assets of each segment do not include the following items because these assets are managed centrally:,The assets of each segment do not include the following items because these assets are managed centrally:,The assets of each segment do not include the following items because these assets are managed centrally:,The assets of each segment do not include the following items because these assets are managed centrally:,The assets of each segment do not include the following items because these assets are managed centrally:,The assets of each segment do not include the following items because these assets are managed centrally:,The assets of each segment do not include the following items because these assets are managed centrally:,The assets of each segment do not include the following items because these assets are managed centrally:,The assets of each segment do not include the following items because these assets are managed centrally:,The assets of each segment do not include the following items because these assets are managed centrally:,The assets of each segment do not include the following items because these assets are managed centrally:,The assets of each segment do not include the following items because these assets are managed centrally:,,,,,,,,,
Short-term financial investments,Short-term financial investments,Short-term financial investments,"2,388,814,849,261","337,675,000,000","198,482,171,094","6,889,269,659,001","21,912,005,566","400,000,000,000","3,716,200,110,695",-,"13,952,353,795,617",,,,,,,,,
Receivables from short-term loans,Receivables from short-term loans,Receivables from short-term loans,"181,127,306,619",-,-,-,-,-,"386,591,651,857","(559,670,709,476)","8,048,249,000",,,,,,,,,
VAT recoverable,VAT recoverable,VAT recoverable,"506,060,974,645","21,935,399,855","10,899,495,304","1,902,123,323","370,342,561","449,534,918","24,917,844,035",-,"566,535,714,641",,,,,,,,,
Taxes and other receivables from the State,Taxes and other receivables from the State,Taxes and other receivables from the State,"160,156,629,359","3,308,797,880","1,538,890,858","62,317,201,215","1,116,647,033","799,711,551","175,417,160,246",-,"404,655,038,142",,,,,,,,,
Receivables from long-term loans,Receivables from long-term loans,Receivables from long-term loans,"63,727,386,806",-,-,-,-,-,"750,153,846,190","(26,370,095,039)","787,511,137,957",,,,,,,,,
Long-term financial investments,Long-term financial investments,Long-term financial investments,"14,613,274,155,429","10,569,681,972","9,156,059,773","685,636,705,190","968,030,317","65,270,992,518","36,281,241,087,224","(48,978,523,803,303)","2,687,592,909,120",,,,,,,,,
Deferred tax assets,Deferred tax assets,Deferred tax assets,"12,971,220,330",-,-,-,-,-,-,"232,719,010,831","245,690,231,161",,,,,,,,,
Total,Total,Total,"17,926,132,522,449","373,488,879,707","220,076,617,029","7,639,125,688,729","24,367,025,477","466,520,238,987","41,334,521,700,247","(49,331,845,596,987)","18,652,387,075,639",,,,,,,,,
The liabilities of each segment do not include the following items because these liabilities are managed centrally,The liabilities of each segment do not include the following items because these liabilities are managed centrally,The liabilities of each segment do not include the following items because these liabilities are managed centrally,The liabilities of each segment do not include the following items because these liabilities are managed centrally,The liabilities of each segment do not include the following items because these liabilities are managed centrally,The liabilities of each segment do not include the following items because these liabilities are managed centrally,The liabilities of each segment do not include the following items because these liabilities are managed centrally,The liabilities of each segment do not include the following items because these liabilities are managed centrally,The liabilities of each segment do not include the following items because these liabilities are managed centrally,The liabilities of each segment do not include the following items because these liabilities are managed centrally,The liabilities of each segment do not include the following items because these liabilities are managed centrally,The liabilities of each segment do not include the following items because these liabilities are managed centrally,,,,,,,,,
Taxes and amounts payable to the State,Taxes and amounts payable to the State,Taxes and amounts payable to the State,"621,130,351,209","9,309,621,399","14,158,763,145","63,703,736,213","97,494,068","29,877,454,549","4,924,734,481",-,"743,202,155,064",,,,,,,,,
Short-term borrowings and financial lease liabilities,Short-term borrowings and financial lease liabilities,Short-term borrowings and financial lease liabilities,"1,260,007,460,096","154,716,861,567","578,264,978,036","2,553,345,775,220",-,"54,700,000,000","33,569,496,270","(559,670,709,476)","4,074,933,861,713",,,,,,,,,
Long-term borrowings and financial lease liabilities,Long-term borrowings and financial lease liabilities,Long-term borrowings and financial lease liabilities,"2,088,890,799,049","10,293,188,528","310,223,648,397","138,000,000,000",-,"442,815,758,619",-,"(26,370,095,039)","2,963,853,299,554",,,,,,,,,
Total,Total,Total,"3,974,320,030,323","174,319,671,494","902,647,389,578","2,755,049,511,433","97,494,068","527,393,213,168","38,494,230,751","(586,040,804,515)","7,786,280,736,301",,,,,,,,,
