row_label_raw,row_label_full,Code,RESOURCES,Notes,31/12/2024,01/01/2024,numeric__RESOURCES,numeric__Notes,numeric__31/12/2024,numeric__01/01/2024
300,300,300,C. LIABILITIES,,"24,986,520,299,896","23,084,890,704,040",,,,
310,310,310,I. Current liabilities,,"11,594,062,718,132","9,652,535,590,089",,,,
311,311,311,1. Short-term accounts payable to suppliers,V.18,"990,003,522,683","931,394,013,415",,,,
312,312,312,2. Short-term advances from customers,V.19,"618,985,484,125","518,634,401,781",,,,
313,313,313,3. Tax and others payables to the State,V.10,"743,202,155,064","541,785,333,881",,,,
314,314,314,4. Payables to employess,,"1,952,983,457,523","1,571,452,577,561",,,,
315,315,315,5. Short-term accrued expenses,V.20,"443,960,994,408","384,394,202,896",,,,
318,318,318,6. Short-term unearned revenue,V.21,"382,656,247,271","341,540,873,232",,,,
319,319,319,7. Other short-term payables,V.22,"1,108,432,716,478","1,029,349,049,335",,,,
320,320,320,8. Short-term loans and finance liabilities,V.23,"4,074,933,861,713","3,002,624,606,830",,,,
321,321,321,9. Short-term provisions,,"23,055,160","6,974,277",,,,
322,322,322,10. Bonus and welfare funds,,"1,278,881,223,707","1,331,353,556,881",,,,
330,330,330,II. Non-current liabilities,,"13,392,457,581,764","13,432,355,113,951",,,,
332,332,332,1. Long-term advances from customers,V.19,"78,723,068,619","78,701,769,117",,,,
333,333,333,2. Long-term accrued expenses,V.20,"438,988,933,162","332,639,595,932",,,,
336,336,336,3. Long-term unearned revenue,V.21,"9,095,394,159,991","8,947,475,780,198",,,,
337,337,337,4. Other long-term liabilities,V.22,"173,372,363,096","134,352,361,575",,,,
338,338,338,5. Long-term loans and finance liabilities,V.23,"2,963,853,299,554","3,577,280,067,014",,,,
341,341,341,6. Deferred tax liabilities,V.16,"4,291,419,969","4,291,419,969",,,,
343,343,343,7. Fund for science and technology development,,"637,834,337,373","357,614,120,146",,,,
