row_label_raw,row_label_full,Code,INDICATORS,Notes,2024,2023,numeric__INDICATORS,numeric__Notes,numeric__2024,numeric__2023
(1),(1),(1),(2),(3),,(4),-2.0,-3.0,,-4.0
1,1,1,1. Revenue from sale of goods and rendering of services,VI.01,"26,267,016,732,896","22,167,764,814,943",,,,
2,2,2,2. Deduction,VI.02,"25,072,618,051","29,361,662,457",,,,
10,10,10,3. Net revenue from sale of goods and rendering of services (01 - 02),VI.03,"26,241,944,114,845","22,138,403,152,486",,,,
11,11,11,4. Cost of goods sold,VI.04,"19,276,896,067,715","17,175,504,672,774",,,,
20,20,20,5. Gross profit from sale of goods and rendering of services (10 - 11),,"6,965,048,047,130","4,962,898,479,712",,,,
21,21,21,6. Financial revenue,VI.05,"957,207,763,983","1,114,792,596,285",,,,
22,22,22,7. Financial expenses,VI.06,"464,998,442,921","618,011,845,618",,,,
23,23,23,In which: Interest expenses,,"352,905,202,449","477,578,421,406",,,,
24,24,24,"8. Share of profit or loss of associates, joint",VI.07,"161,885,146,836","(208,249,655,606)",,,,
25,25,25,9. Selling expenses,VI.08,"554,280,177,352","591,451,294,471",,,,
26,26,26,10. Administrative expenses,VI.09,"2,325,102,410,148","1,864,450,111,955",,,,
30,30,30,11. Net operating profit (20+21-22+24-25-26),,"4,739,759,927,528","2,795,528,168,347",,,,
31,31,31,12. Other income,VI.10,"1,378,217,343,266","1,654,215,097,847",,,,
32,32,32,13. Other expenses,VI.11,"511,585,831,630","335,851,426,630",,,,
40,40,40,14. Other profit (31 - 32),,"866,631,511,636","1,318,363,671,217",,,,
50,50,50,15. Accounting profit before tax (30+40),,"5,606,391,439,164","4,113,891,839,564",,,,
51,51,51,16. Current corporate income tax expense,VI.12,"943,200,647,191","688,075,163,368",,,,
52,52,52,17. Deferred corporate income tax expense,VI.13,"(163,475,234,978)","52,955,013,507",,,,
60,60,60,18. Net profit after tax (50-51-52),,"4,826,666,026,951","3,372,861,662,689",,,,
61,61,61,19. Net profit after tax attributable to shareholders of the parent,,"3,988,716,618,482","2,623,175,190,293",,,,
62,62,62,20. Net profit after tax attributable to non-controlling interests,,"837,949,408,469","749,686,472,396",,,,
70,62 > 70,70,21. Basic earnings per share,VI.14,851,487,,,851.0,487.0
