row_label_raw,row_label_full,col_0,31/12/2024 > Giá gốc,31/12/2024 > Điều chỉnh theo phương pháp VCSH,31/12/2024 > Giá trị hợp lý,01/01/2024 > Giá gốc,01/01/2024 > Điều chỉnh theo phương pháp VCSH,01/01/2024 > Giá trị hợp lý,numeric__31/12/2024 > Giá gốc,numeric__31/12/2024 > Điều chỉnh theo phương pháp VCSH,numeric__31/12/2024 > Giá trị hợp lý,numeric__01/01/2024 > Giá gốc,numeric__01/01/2024 > Điều chỉnh theo phương pháp VCSH,numeric__01/01/2024 > Giá trị hợp lý
"02.2. Đầu tư vào công ty liên doanh, liên kết","02.2. Đầu tư vào công ty liên doanh, liên kết","02.2. Đầu tư vào công ty liên doanh, liên kết",2.028.396.287.412,229.811.848.396,2.258.208.135.808,2.028.396.287.412,156.040.196.685,2.184.436.484.097,2028396287412.0,229811848396.0,2258208135808.0,2028396287412.0,156040196685.0,2184436484097.0
Công ty Cổ phần Thông Nhất,Công ty Cổ phần Thông Nhất,Công ty Cổ phần Thông Nhất,48.139.152.723,27.766.024.899,75.905.177.622,48.139.152.723,27.844.944.524,75.984.097.247,48139152723.0,27766024899.0,75905177622.0,48139152723.0,27844944524.0,75984097247.0
Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,8.749.737.281,(5.118.963.193),3.630.774.088,8.749.737.281,(4.140.742.811),4.608.994.470,8749737281.0,-5118963193.0,3630774088.0,8749737281.0,-4140742811.0,4608994470.0
Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Bình Phước,Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Bình Phước,Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Bình Phước,58.397.844.479,33.635.751.674,92.033.596.153,58.397.844.479,41.383.351.504,99.781.195.983,58397844479.0,33635751674.0,92033596153.0,58397844479.0,41383351504.0,99781195983.0
Công ty Cổ phần Kinh doanh BOT Đường ĐT.741,Công ty Cổ phần Kinh doanh BOT Đường ĐT.741,Công ty Cổ phần Kinh doanh BOT Đường ĐT.741,26.350.000.000,32.148.484.643,58.498.484.643,26.350.000.000,27.324.174.492,53.674.174.492,26350000000.0,32148484643.0,58498484643.0,26350000000.0,27324174492.0,53674174492.0
Công ty Cổ phần Gỗ MDF VRG - Dongwha,Công ty Cổ phần Gỗ MDF VRG - Dongwha,Công ty Cổ phần Gỗ MDF VRG - Dongwha,1.004.392.840.663,94.416.320.567,1.098.809.161.230,1.004.392.840.663,132.157.394.958,1.136.550.235.621,1004392840663.0,94416320567.0,1098809161230.0,1004392840663.0,132157394958.0,1136550235621.0
Công ty Cổ phần Cao su Thành phố Hồ Chí Minh,Công ty Cổ phần Cao su Thành phố Hồ Chí Minh,Công ty Cổ phần Cao su Thành phố Hồ Chí Minh,95.141.495.684,(69.327.385.997),25.814.109.687,95.141.495.684,(73.453.060.149),21.688.435.535,95141495684.0,-69327385997.0,25814109687.0,95141495684.0,-73453060149.0,21688435535.0
Công ty Cổ phần Cao su Bến Thành,Công ty Cổ phần Cao su Bến Thành,Công ty Cổ phần Cao su Bến Thành,57.440.573.000,45.174.835.654,102.615.408.654,57.440.573.000,43.838.710.889,101.279.283.889,57440573000.0,45174835654.0,102615408654.0,57440573000.0,43838710889.0,101279283889.0
Công ty Cổ phần Xây dựng Cao su Đồng Nai,Công ty Cổ phần Xây dựng Cao su Đồng Nai,Công ty Cổ phần Xây dựng Cao su Đồng Nai,9.768.852.055,(1.790.743.378),7.978.108.677,9.768.852.055,(1.860.226.720),7.908.625.335,9768852055.0,-1790743378.0,7978108677.0,9768852055.0,-1860226720.0,7908625335.0
Công ty Cổ phần Lộc Thịnh,Công ty Cổ phần Lộc Thịnh,Công ty Cổ phần Lộc Thịnh,36.000.000.000,165.228.867,36.165.228.867,36.000.000.000,1.821.640.405,37.821.640.405,36000000000.0,165228867.0,36165228867.0,36000000000.0,1821640405.0,37821640405.0
Công ty Cổ phần Chỉ sợi Cao su V.R.G SA DO,Công ty Cổ phần Chỉ sợi Cao su V.R.G SA DO,Công ty Cổ phần Chỉ sợi Cao su V.R.G SA DO,150.850.230.247,(150.850.230.247),-,150.850.230.247,(240.396.655.672),(89.546.425.425),150850230247.0,-150850230247.0,,150850230247.0,-240396655672.0,-89546425425.0
Công ty Cổ phần Chế biến gỗ Cao su Chư Pãh,Công ty Cổ phần Chế biến gỗ Cao su Chư Pãh,Công ty Cổ phần Chế biến gỗ Cao su Chư Pãh,8.086.578.953,(349.479.308),7.737.099.645,8.086.578.953,(1.245.526.795),6.841.052.158,8086578953.0,-349479308.0,7737099645.0,8086578953.0,-1245526795.0,6841052158.0
Công ty Cổ phần Phát triển Nông nghiệp Việt Mỹ Hà Tĩnh,Công ty Cổ phần Phát triển Nông nghiệp Việt Mỹ Hà Tĩnh,Công ty Cổ phần Phát triển Nông nghiệp Việt Mỹ Hà Tĩnh,4.176.773.239,(257.064.767),3.919.708.472,4.176.773.239,(257.064.767),3.919.708.472,4176773239.0,-257064767.0,3919708472.0,4176773239.0,-257064767.0,3919708472.0
Công ty TNHH Đô thị và Công nghiệp Nam Tân Uyên,Công ty TNHH Đô thị và Công nghiệp Nam Tân Uyên,Công ty TNHH Đô thị và Công nghiệp Nam Tân Uyên,80.000.000.000,(28.263.148),79.971.736.852,80.000.000.000,(27.850.510),79.972.149.490,80000000000.0,-28263148.0,79971736852.0,80000000000.0,-27850510.0,79972149490.0
Công ty cổ phần cao su Dầu Tiếng Việt Lào,Công ty cổ phần cao su Dầu Tiếng Việt Lào,Công ty cổ phần cao su Dầu Tiếng Việt Lào,368.345.953.553,91.832.378.454,460.178.332.007,368.345.953.553,49.542.192.043,417.888.145.596,368345953553.0,91832378454.0,460178332007.0,368345953553.0,49542192043.0,417888145596.0
Công ty CP Phát triển Đô thị và KCN Cao su Việt Nam,Công ty CP Phát triển Đô thị và KCN Cao su Việt Nam,Công ty CP Phát triển Đô thị và KCN Cao su Việt Nam,39.527.694.282,132.394.953.678,171.922.647.960,39.527.694.282,153.508.915.293,193.036.609.575,39527694282.0,132394953678.0,171922647960.0,39527694282.0,153508915293.0,193036609575.0
Công ty Đầu tư Phát triển VRG Long Thành,Công ty Đầu tư Phát triển VRG Long Thành,Công ty Đầu tư Phát triển VRG Long Thành,33.028.561.253,-,33.028.561.253,33.028.561.253,-,33.028.561.253,33028561253.0,,33028561253.0,33028561253.0,,33028561253.0
