row_label_raw,row_label_full,Lợi nhuận thuần trong năm - thuộc về cổ đông phổ thông trước khi trích quỹ khen thưởng và phúc lợi,Số đã trình bày trên báo cáo năm trước > 2.623.175.190.293,Số trình bày lại > 2.623.175.190.293,numeric__Số đã trình bày trên báo cáo năm trước > 2.623.175.190.293,numeric__Số trình bày lại > 2.623.175.190.293
Trích quỹ khen thưởng và phúc lợi - thuộc về cổ đông phổ thông,Trích quỹ khen thưởng và phúc lợi - thuộc về cổ đông phổ thông,Trích quỹ khen thưởng và phúc lợi - thuộc về cổ đông phổ thông,(682.394.133.969),(675.411.844.589),-682394133969.0,-675411844589.0
Lợi nhuận thuần trong năm thuộc về cổ đông phổ thông sau khi trích quỹ khen thưởng và phúc lợi,Lợi nhuận thuần trong năm thuộc về cổ đông phổ thông sau khi trích quỹ khen thưởng và phúc lợi,Lợi nhuận thuần trong năm thuộc về cổ đông phổ thông sau khi trích quỹ khen thưởng và phúc lợi,1.940.781.056.324,1.947.763.345.704,1940781056324.0,1947763345704.0
