row_label_raw,row_label_full,Loans and finance liabilities,31/12/2024,31/12/2024_1,Changes during period,Changes during period_1,01/01/2024,01/01/2024_1,numeric__31/12/2024,numeric__31/12/2024_1,numeric__Changes during period,numeric__Changes during period_1,numeric__01/01/2024,numeric__01/01/2024_1
Loans and finance liabilities,Loans and finance liabilities,Loans and finance liabilities,Value,Amount with the ability to repay debt,Increase,Decrease,Value,Amount with the ability to repay debt,,,,,,
a. Short-term,a. Short-term,a. Short-term,"4,074,933,861,713","4,074,933,861,713","6,809,843,275,266","5,737,534,020,383","3,002,624,606,830","3,002,624,606,830",,,,,,
Short-term loans and finance liabilities,Short-term loans and finance liabilities,Short-term loans and finance liabilities,"2,818,859,682,859","2,818,859,682,859","6,263,958,957,564","4,948,272,845,999","1,503,173,571,294","1,503,173,571,294",,,,,,
- Borrowings,- Borrowings,- Borrowings,"2,818,859,682,859","2,818,859,682,859","6,263,958,957,564","4,948,272,845,999","1,503,173,571,294","1,503,173,571,294",,,,,,
Long-term borrowings due for repayment,Long-term borrowings due for repayment,Long-term borrowings due for repayment,"1,256,074,178,854","1,256,074,178,854","545,884,317,702","789,261,174,384","1,499,451,035,536","1,499,451,035,536",,,,,,
- Borrowings,- Borrowings,- Borrowings,"1,256,074,178,854","1,256,074,178,854","545,884,317,702","789,261,174,384","1,499,451,035,536","1,499,451,035,536",,,,,,
b. Long-term,b. Long-term,b. Long-term,"2,963,853,299,554","2,963,853,299,554","313,863,997,553","927,290,765,013","3,577,280,067,014","3,577,280,067,014",,,,,,
- Borrowings,- Borrowings,- Borrowings,"2,963,853,299,554","2,963,853,299,554","313,863,997,553","927,290,765,013","3,577,280,067,014","3,577,280,067,014",,,,,,
Total,Total,Total,"7,038,787,161,267","18,152,508,184,247","21,057,257,820,904","19,067,183,591,175","16,162,433,954,518","16,162,433,954,518",,,,,,
