row_label_raw,row_label_full,- Lãi tiền vay,352.905.202.449,477.578.421.406,numeric__352.905.202.449,numeric__477.578.421.406
- Lỗ bán ngoại tệ,- Lỗ bán ngoại tệ,- Lỗ bán ngoại tệ,1.251.910.997,24.253.000,1251910997.0,24253000.0
- Lỗ chênh lệch tỷ giá,- Lỗ chênh lệch tỷ giá,- Lỗ chênh lệch tỷ giá,109.989.212.314,107.967.562.998,109989212314.0,107967562998.0
- Trích lập/Hoán nhập dự phòng giảm giá các khoản đầu tư,- Trích lập/Hoán nhập dự phòng giảm giá các khoản đầu tư,- Trích lập/Hoán nhập dự phòng giảm giá các khoản đầu tư,(5.399.477.856),25.818.360.974,-5399477856.0,25818360974.0
- Chi phí tài chính khác,- Chi phí tài chính khác,- Chi phí tài chính khác,6.251.595.017,6.623.247.240,6251595017.0,6623247240.0
Cộng,Cộng,Cộng,464.998.442.921,618.011.845.618,464998442921.0,618011845618.0
