row_label_raw,row_label_full,No > 32,Name > Vietnam-Laos Rubber Joint Stock Company,"Registered office's address > 207 Nguyen Van Troi, Ward 10, Phu Nhuan District, Ho Chi Minh City","Main activity > Land clearing, rubber tree planting, care, extraction, and processing (not doing business in Ho Chi Minh City); Trading rubber materials, timber harvesting (not operating at heardquaters)",Economic Benefit Ratio > 89.29%,numeric__Name > Vietnam-Laos Rubber Joint Stock Company,"numeric__Registered office's address > 207 Nguyen Van Troi, Ward 10, Phu Nhuan District, Ho Chi Minh City","numeric__Main activity > Land clearing, rubber tree planting, care, extraction, and processing (not doing business in Ho Chi Minh City); Trading rubber materials, timber harvesting (not operating at heardquaters)",numeric__Economic Benefit Ratio > 89.29%
33,33,33,Hoa Binh Rubber Joint Stock Company,"7th Hamlet, Hoa Binh Commune, Xuyen Moc District, Ba Ria-Vung Tau Province","Cultivating, caring for, tapping, and processing natural rubber.",55.06%,,,,55.06
34,34,34,Hang Gon Rubber Joint Stock Company,"Hang Gon Commune, Long Khanh Town, Dong Nai Province","Purchasing and processing rubber; Wholesale of processed natural rubber; Business in rubber exports and imports, rubber production chemicals.",50.00%,,,,50.0
35,35,35,Quasa Geruco Joint Stock Company,"D21, Southeast Asia Trade Center, Lao Bao Town, Huong Hoa District, Quang Tri Province","Rubber and forestry cultivation, tapping, and processing.",99.00%,,,,99.0
36,36,36,Rubber Trade & Tourism Joint Stock Company,"Hoa Binh Boulevard, Tran Phu Ward, Mong Cai City, Quang Ninh Province","Trading rubber and agricultural, forestry, marine products; Developing hotel and tourism projects; International and domestic travel services.",96.52%,,,,96.52
37,37,37,Nam Tan Uyen Industrial Zone Joint Stock Company,"Khanh Binh Ward, Tan Uyen Town, Binh Duong Province","Real estate business, land usage rights (owned or leased).",42.30%,,,,42.3
38,38,38,Thuan An Wood Processing Joint Stock Company,"Binh Duong Boulevard, Thuan Giao Commune, Thuan An Town, Binh Duong Province","Manufacturing wood products; Manufacturing products from bamboo, rattan, straw, and braided materials; Trading rubber.",59.69%,,,,59.69
39,39,39,Dau Tieng Wood Joint Stock Company,"Block 3, Dau Tieng Town, Dau Tieng District, Binh Duong Province",Wood harvesting and processing; Producing furniture and household items.,61.00%,,,,61.0
40,40,40,Hung Yen Tourism and Commerce Hotel Joint Stock Company,"611 Phan Dinh Phung Street, Duy Tan Ward, Kon Tum City, Kon Tum Province","Tourism, services, and driver training.",98.41%,,,,98.41
41,41,41,Rubber Machinery Joint Stock Company,"12 HT25 Street, Zone 2, Hiep Thanh Ward, District 12, Ho Cli Minh City",Specializing in manufacturing machinery for rubber processing.,92.05%,,,,92.05
