row_label_raw,row_label_full,23. Vay và nợ thuê tài chính,31/12/2024 > Giá trị,31/12/2024 > Số có khả năng trả nợ,Biến động trong năm > Tăng,Biến động trong năm > Giảm,01/01/2024 > Giá trị,01/01/2024 > Số có khả năng trả nợ,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Số có khả năng trả nợ,numeric__Biến động trong năm > Tăng,numeric__Biến động trong năm > Giảm,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Số có khả năng trả nợ
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,4.074.933.861.713,4.074.933.861.713,6.809.843.275.266,5.737.534.020.383,3.002.624.606.830,3.002.624.606.830,4074933861713.0,4074933861713.0,6809843275266.0,5737534020383.0,3002624606830.0,3002624606830.0
Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,2.818.859.682.859,2.818.859.682.859,6.263.958.957.564,4.948.272.845.999,1.503.173.571.294,1.503.173.571.294,2818859682859.0,2818859682859.0,6263958957564.0,4948272845999.0,1503173571294.0,1503173571294.0
- Các khoản di vay,- Các khoản di vay,- Các khoản di vay,2.818.859.682.859,2.818.859.682.859,6.263.958.957.564,4.948.272.845.999,1.503.173.571.294,1.503.173.571.294,2818859682859.0,2818859682859.0,6263958957564.0,4948272845999.0,1503173571294.0,1503173571294.0
Nợ dài hạn đến hạn trả,Nợ dài hạn đến hạn trả,Nợ dài hạn đến hạn trả,1.256.074.178.854,1.256.074.178.854,545.884.317.702,789.261.174.384,1.499.451.035.536,1.499.451.035.536,1256074178854.0,1256074178854.0,545884317702.0,789261174384.0,1499451035536.0,1499451035536.0
- Các khoản di vay,- Các khoản di vay,- Các khoản di vay,1.256.074.178.854,1.256.074.178.854,545.884.317.702,789.261.174.384,1.499.451.035.536,1.499.451.035.536,1256074178854.0,1256074178854.0,545884317702.0,789261174384.0,1499451035536.0,1499451035536.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,2.963.853.299.554,2.963.853.299.554,313.863.997.553,927.290.765.013,3.577.280.067.014,3.577.280.067.014,2963853299554.0,2963853299554.0,313863997553.0,927290765013.0,3577280067014.0,3577280067014.0
- Các khoản di vay,- Các khoản di vay,- Các khoản di vay,2.963.853.299.554,2.963.853.299.554,313.863.997.553,927.290.765.013,3.577.280.067.014,3.577.280.067.014,2963853299554.0,2963853299554.0,313863997553.0,927290765013.0,3577280067014.0,3577280067014.0
Cộng,Cộng,Cộng,7.038.787.161.267,7.038.787.161.267,7.123.707.272.819,6.664.824.785.396,6.579.904.673.844,6.579.904.673.844,7038787161267.0,7038787161267.0,7123707272819.0,6664824785396.0,6579904673844.0,6579904673844.0
