row_label_raw,row_label_full,19.1. Người mua trả tiền trước ngắn hạn,31/12/2024,01/01/2024,numeric__31/12/2024,numeric__01/01/2024
Người mua trả trước về mua mũ cao su nội địa,Người mua trả trước về mua mũ cao su nội địa,Người mua trả trước về mua mũ cao su nội địa,171.303.385.128,255.010.189.431,171303385128.0,255010189431.0
Người mua trả trước về mua mũ cao xu xuất khẩu,Người mua trả trước về mua mũ cao xu xuất khẩu,Người mua trả trước về mua mũ cao xu xuất khẩu,201.991.747.821,64.820.205.385,201991747821.0,64820205385.0
"Người mua trả trước về hoạt động gia công chế biến mũ cao sư, chế biến pallet","Người mua trả trước về hoạt động gia công chế biến mũ cao sư, chế biến pallet","Người mua trả trước về hoạt động gia công chế biến mũ cao sư, chế biến pallet",,164.001.600,,164001600.0
"Người mua trả trước về mua cây cao su thanh lý, gãy đồ","Người mua trả trước về mua cây cao su thanh lý, gãy đồ","Người mua trả trước về mua cây cao su thanh lý, gãy đồ",9.767.747.569,44.959.517.109,9767747569.0,44959517109.0
"Người mua trả trước về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị","Người mua trả trước về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị","Người mua trả trước về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị",6.739.060.000,10.823.620.000,6739060000.0,10823620000.0
"Người mua trả trước về thuê hạ tầng khu công nghiệp, khu dân cư","Người mua trả trước về thuê hạ tầng khu công nghiệp, khu dân cư","Người mua trả trước về thuê hạ tầng khu công nghiệp, khu dân cư",140.358.654.024,3.965.244.858,140358654024.0,3965244858.0
"Người mua trả trước về mua bán hàng hóa, cung cấp dịch vụ khác","Người mua trả trước về mua bán hàng hóa, cung cấp dịch vụ khác","Người mua trả trước về mua bán hàng hóa, cung cấp dịch vụ khác",16.518.618.385,20.131.470.310,16518618385.0,20131470310.0
Người mua trả trước ngắn hạn khác,Người mua trả trước ngắn hạn khác,Người mua trả trước ngắn hạn khác,72.306.271.198,118.760.153.088,72306271198.0,118760153088.0
Cộng,Cộng,Cộng,618.985.484.125,518.634.401.781,618985484125.0,518634401781.0
19.2. Người mua trả tiền trước dài hạn,19.2. Người mua trả tiền trước dài hạn,19.2. Người mua trả tiền trước dài hạn,31/12/2024,01/01/2024,,
Người mua trả trước về hoạt động chuyển nhượng bất động sản,19.2. Người mua trả tiền trước dài hạn > Người mua trả trước về hoạt động chuyển nhượng bất động sản,Người mua trả trước về hoạt động chuyển nhượng bất động sản,78.723.068.619,78.701.769.117,78723068619.0,78701769117.0
Cộng,19.2. Người mua trả tiền trước dài hạn > Cộng,Cộng,78.723.068.619,78.701.769.117,78723068619.0,78701769117.0
