row_label_raw,row_label_full,09. Administrative expenses,2024,2023,numeric__2024,numeric__2023
- Staff costs,- Staff costs,- Staff costs,"1,062,410,381,744","938,116,125,729",,
- Material costs,- Material costs,- Material costs,"46,996,401,293","44,664,361,430",,
- Tools and equipment,- Tools and equipment,- Tools and equipment,"19,449,686,959","20,968,405,447",,
- Depreciation of fixed assets,- Depreciation of fixed assets,- Depreciation of fixed assets,"92,210,976,731","89,416,006,435",,
"- Taxes, fees, and charges","- Taxes, fees, and charges","- Taxes, fees, and charges","46,592,733,528","57,050,263,154",,
- Outsourced service costs,- Outsourced service costs,- Outsourced service costs,"156,839,634,667","155,491,047,606",,
- Provision for science and technology fund,- Provision for science and technology fund,- Provision for science and technology fund,"270,096,922,121","19,370,425,460",,
- Provision expenses,- Provision expenses,- Provision expenses,"65,817,413,800","23,402,815,771",,
- Other expenses,- Other expenses,- Other expenses,"564,688,259,305","515,970,660,923",,
Total,Total,Total,"2,325,102,410,148","1,864,450,111,955",,
