row_label_raw,row_label_full,Stt,Tên công ty con,Nơi thành lập và hoạt động,Hoạt động kinh doanh chính,Tỷ lệ lợi ích kinh tế 31/12/2024,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Hoạt động kinh doanh chính,numeric__Tỷ lệ lợi ích kinh tế 31/12/2024
53,53,53,Công ty Cổ phần Cao su Tân Biên,"Huyện Tân Châu, tỉnh Tây Ninh","Trồng trọt, công nghiệp hóa chất phân bón và cao su; Sản xuất, kinh doanh vật tư, dụng cụ phục vụ sản xuất nông nghiệp","98,46%",,,,0.9845999999999999
54,54,54,Công ty Cổ phần Khu Công nghiệp Dầu Giấy,"Km 2, tỉnh lộ 769, xã Bâu Hàm 2, huyện Thống Nhất, tỉnh Đồng Nai","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","71,84%",,,,0.7184
55,55,55,Công ty Cổ phần Khu Công nghiệp Long Khánh,"Khu công nghiệp Long Khánh, xã Bình Lộc, thị xã Long Khánh, tỉnh Đồng Nai","Kinh doanh bất động sản, đầu tư xây dựng và kinh doanh cơ sở hạ tầng khu công nghiệp","75,68%",,,,0.7568
56,56,56,Công ty Cổ phần Cao su Hà Giang,"Nhóm 4, Tổ 9, Thị trấn Việt Quang, huyện Bắc Quang, tỉnh Hà Giang","Trồng, chăm sóc, khai thác và chế biến mũ cây cao su; Dịch vụ hỗ trợ trồng mới; Chăn nuôi gia súc; Trồng và chăm sóc rừng; Chế biến gỗ; Đại lý mua bán tận thu mũ cao su",100%,,,,1.0
57,57,57,Công ty Cổ phần Cao su Trường Phát,"Thừa đất số 117, 118, tờ bản đồ số 15, ấp 1, xã Hưng Hoà, huyện Bâu Bàng, tỉnh Bình Dương",Chế biến gỗ; Mua bán mũ cao su,"55,09%",,,,0.5509000000000001
58,58,58,Công ty Cổ phần Cao Su Đồng Phú Kratic,"Ăp Thuận Phú I, xã Thuận Phú, huyện Đồng Phú, tỉnh Bình Phước","Trồng, chăm sóc, khai thác, chế biến cao su","62,20%",,,,0.622
59,59,59,Công ty Cổ phần Cao Su Đồng Nai Kratic,"Ăp Trung Tâm, xã Xuân Lập, thị xã Long Khánh, tỉnh Đồng Nai","Trồng, khai thác và chế biến cao su và cây nông nghiệp. Sản xuất, mua bán vật tư nông nghiệp","88,73%",,,,0.8873000000000001
60,60,60,Công ty Cổ phần Thủy điện VRG Ngọc Linh,"Thị trấn Đắk GLei, huyện Đắk Glei, tỉnh Kon Tum","Sản xuất, truyền tái và phân phối điện","77,46%",,,,0.7746
61,61,61,Công ty Cổ phần Cao su Kỹ thuật Đồng Phú,"Xã Tân Lập, huyện Đồng Phú, tỉnh Bình Phước","Chế biến cao su kỹ thuật và các sản phẩm dân dụng từ cao su; Kinh doanh thương mại, xuất nhập khẩu cao su, vật tư, phân bón, hóa chất","41,54%",,,,0.4154
62,62,62,Công ty Cổ phần Cao su Bảo Lâm,"Xã Lộc Bảo, huyện Bảo Lâm, tỉnh Lâm Đồng","Trồng, khai thác và chế biến cao su thiên nhiên. Quản lý, bảo vệ, trồng rừng, khai thác và chế biến làm sản","93,83%",,,,0.9383
