row_label_raw,row_label_full,Stt,Tên công ty con,Nơi thành lập và hoạt động,Hoạt động kinh doanh chính,Tỷ lệ lợi ích kinh tế 31/12/2024,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Hoạt động kinh doanh chính,numeric__Tỷ lệ lợi ích kinh tế 31/12/2024
63,63,63,Công ty Cổ phần Công nghiệp An Điền,"Khu Công Nghiệp Rạch Bắp, đường D1, xã An Điền, huyện Bến Cát, tỉnh Bình Dương","Kinh doanh bắt động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc di thuê","92,67%",,,,0.9267
64,64,64,Công ty Cổ phần Gỗ MDF VRG Kiên Giang,"Lô M, đường số 1, KCN Thạnh Lộc, xã Thạnh Lộc, huyện Châu Thành, tỉnh Kiên Giang","Sản xuất gỗ dán, gỗ lang, ván ép và ván mỏng khác; Trồng rừng và chăm sóc rừng","99,82%",,,,0.9982
65,65,65,Công ty Cổ phần Đầu tư Xây dựng Cao su Phú Thịnh,"Thôn Phú Nguyên, huyện Phú Riềng, tỉnh Bình Phước","Trồng, chăm sóc, khai thác và chế biến mù cao sư, chế biến gỗ","86,36%",,,,0.8636
66,66,66,Công ty Cổ phần Chế biến Xuất nhập khẩu Gỗ Tây Ninh,"Ăp Bến Mương, xã Thạnh Đức, huyện Gò Dầu, tỉnh Tây Ninh","Cưa, xẻ, bảo gỗ và bảo quản gỗ; Khai thác gỗ; Sản xuất gỗ dán, gỗ lang, ván ép và ván mỏng khác","50,67%",,,,0.5067
67,67,67,Công ty Cổ phần Cơ khí Vận tải Cao su Dầu Tiếng,"Khu phố 4A thì trấn Dầu Tiếng, huyện Dầu Tiếng, tỉnh Bình Dương","Dịch vụ vận tải hàng hóa bằng đường bộ; Sửa chữa máy móc, thiết bị sản xuất; Sửa chữa máy móc, thiết bị phương tiện vận tải (trừ thiết kế phương tiện giao thông đường bộ)","59,03%",,,,0.5903
68,68,68,Công ty Cổ phần Phân bón Thương mại Phú Thịnh,"Cụm công nghiệp tiểu thủ công nghiệp Thuận An, xã Thuận An, huyện Đắk Mil, tỉnh Đắk Nông","Sản xuất phân bón và hợp chất ni tor; Khai thác đá, cát, sỏi, đất sét; Trồng cây cao sư; Trồng rừng và chăm sóc rừng","48,52%",,,,0.4852
69,69,69,Công ty Cổ phần Cao su Lai Châu II,"Thị trấn Mường Tè, huyện Mường Tè, tỉnh Lai Châu","Trồng, chăm sóc, khai thác và chế biến mù cao sư","99,80%",,,,0.998
70,70,70,Công ty Cổ phần Cao su Bà Rịa Kampong Thom,"Quốc lộ 56, xã Bình Ba, huyện Châu Đức, tỉnh Bà Rịa, Vũng Tàu","Trồng, chăm sóc, khai thác và chế biến mù cao sư","92,75%",,,,0.9275
71,71,71,Công ty Cổ phần Cao su Chư sẽ Kampong Thom,"Số 420 Hùng Vương, thị trấn Chư Sê, huyện Chư Sê, tỉnh Gia Lai",Hoạt động dịch vụ trồng trót; Sản xuất sản phẩm khác từ cao sư; Trồng cây cao sư; Trồng cây điều; Trồng cây cà phê,"99,95%",,,,0.9995
72,72,72,Công ty Cổ phần Cao su Mang Yang Ratanakiri,"Số 536 Nguyễn Huệ, thị trấn Đắk Đoa, huyện Đắk Đoa, tỉnh Gia Lai","Trồng cây cao sư; Trồng rừng và chăm sóc rừng; Chăn nuôi trâu, bò; Sản xuất phân bón NPK; Vận tải hàng hóa bằng đường bộ","100,00%",,,,1.0
