row_label_raw,row_label_full,No > 25,Name > Geruco Song Con Hydropower Joint Stock Company,"Registered office's address > Ngat Hamlet, Jo Ngay Commune, Dong Giang District, Quang Nam Province","Main activity > Investment, construction, operation, production, and business of electricity; Construction of civil, irrigation, hydropower, road, airport, seaport, bridge, and other infrastructure works.",Economic Benefit Ratio > 77.25%,numeric__Name > Geruco Song Con Hydropower Joint Stock Company,"numeric__Registered office's address > Ngat Hamlet, Jo Ngay Commune, Dong Giang District, Quang Nam Province","numeric__Main activity > Investment, construction, operation, production, and business of electricity; Construction of civil, irrigation, hydropower, road, airport, seaport, bridge, and other infrastructure works.",numeric__Economic Benefit Ratio > 77.25%
26,26,26,VRG Bao Loc Joint Stock Company,"263 Hoang Van Thu, Ward 1, Bao Loc City, Lam Dong Province","Hydropower production; Construction of industrial, transport, irrigation, and hydropower projects.",80.93%,,,,80.93
27,27,27,VRG Dak Nong Joint Stock Company,"Nghia Thanh Ward, Gia Nghia Town, Dak Nong Province","Investment, construction, operation, and business of electricity from hydropower plants; Investment in rubber cultivation, care, extraction, processing, and forestry.",91.34%,,,,91.34
28,28,28,Rubber Industry and Import-Export Joint Stock Company,"64 Truong Dinh, Ward 7, District 3, Ho Chi Minh City","Rubber product processing industry; Manufacturing, trading, and exporting sports shoes; Trading rubber and rubber products.",82.44%,,,,82.44
29,29,29,Geru Star Sports Joint Stock Company,"1/1 Tan Ky Tan Quy, Son Ky Ward, Tan Phu District, Ho Chi Minh City","Manufacturing and trading sports equipment; Trading rubber, Importing materials for manufacturing sports equipment.",83.08%,,,,83.08
30,30,30,VRG Quang Tri MDF Wood Joint Stock Company,"Nam Dong Ha Industrial Zone, Dong Luong Ward, Dong Ha City, Quang Tri Province","Manufacturing and trading MDF, Okal wood, and wood-based products; Cultivation, trading, and harvesting of materials for producing MDF wood, paper, and other industrial trees.",97.31%,,,,97.31
31,31,31,Phuoc Hoa Rubber Joint Stock Company,"Plu Giao District, Binh Duong Province",Rubber cultivation; Rubber tapping and processing; Purchasing raw rubber; Retail petroleum trading; Trading and processing rubber wood.,66.62%,,,,66.62
