row_label_raw,row_label_full,Stt,Tên công ty con,Nơi thành lập và hoạt động,Hoạt động kinh doanh chính,Tỷ lệ lợi ích kinh tế 31/12/2024,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Hoạt động kinh doanh chính,numeric__Tỷ lệ lợi ích kinh tế 31/12/2024
33,33,33,Công ty Cổ phần Cao su Hòa Bình,"Áp 7, xã Hòa Bình, huyện Xuyên Mộc, tỉnh Bà Rịa, Vũng Tàu","Trồng, chăm sóc, khai thác, sơ chế cao su thiên nhiên","55,06%",,,,0.5506
34,34,34,Công ty Cổ phần Cao su Hàng Gòn,"Xã Hàng Gòn, thị xã Long khách, tỉnh Đồng Nai","Thu mua, sản xuất sơ chế mù cao su; Bán buôn các sản phẩm sơ chế mù cao su thiên nhiên; Kinh doanh XNK sản phẩm cao su, vật tư hoá chất sản xuất cao su","50,00%",,,,0.5
35,35,35,Công ty Cổ phần Quasa Geruco,"D21, Trung tâm Thương Mại Đông Nam Á, Thị trấn Lao Bảo, Huyện Hướng Hóa, Tỉnh Quảng Trị","Trồng, chăm sóc, khai thác và chế biến cao su và rừng nguyên liệu","99,00%",,,,0.99
36,36,36,Công ty Cổ phần TM Dịch vụ & Du lịch Cao su,"Đại lộ Hoà Bình, phường Trần Phú, thành phố Móng Cái, tỉnh Quảng Ninh","Kinh doanh xuất nhập khẩu cao su và các loại nông, lâm, thuy hải sản; thực hiện các dự án xây dựng khách sạn và khu du lịch; kinh doanh dịch vụ lữ hành quốc tế và nội địa","96,52%",,,,0.9652
37,37,37,Công ty Cổ phần Khu công nghiệp Nam Tân Uyên,"Phường Khánh Bình, thị xã Tân Uyên, tỉnh Bình Dương","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","42,30%",,,,0.423
38,38,38,Công ty Cổ phần Chế biến Gỗ Thuận An,"Đại lộ Bình Dương, xã Thuận Giao, thị xã Thuận An, tỉnh Bình Dương","Sản xuất sản phẩm khác từ gỗ; sản xuất sản phẩm từ tre, nứa, rom, rạ và vật liệu tốt bên; Mua bán mù cao su","59,69%",,,,0.5969
39,39,39,Công ty Cổ phần Gỗ Dầu Tiếng,"Khu phố 3, thị trấn Dầu Tiếng, huyện Dầu Tiếng, tỉnh Bình Dương","Khai thác, chế biến gỗ, sản xuất các mặt hàng : tủ, bản ghế, giường ngủ, mặt hàng gia dụng, các sản phẩm trang trí nội thất","61,00%",,,,0.61
40,40,40,Công ty Cổ phần Du lịch Thương mại Khách sạn Hưng Yên,"Số nhà 611, đường Phan Đình Phòng, phường Duy Tân, thành phố Kon Tum, tỉnh Kon Tum","Du lịch, dịch vụ, đào tạo, sát hạch lái xe","98,41%",,,,0.9841
41,41,41,Công ty Cổ phần Cơ khí Cao Su,"Số 12, Đường HT25, Khu phố 2, Phường Hiệp Thành, Quận 12, TP. Hồ Chí Minh","Chuyên sản xuất, chế tạo máy sơ chế mù cao su","92,05%",,,,0.9205
42,42,42,Công ty Cổ phần Cao su Đồng Phú,"Xã Thuận Phú, huyện Đồng Phú, tỉnh Bình Phước","Trồng trọt, chế biến nông sản, lâm sản; Chăn nuôi gia súc, gia cầm; Công nghiệp hóa chất phân bón và cao su","55,24%",,,,0.5524
