row_label_raw,row_label_full,05.1. Short-term loan receivables,31/12/2024,01/01/2024,numeric__31/12/2024,numeric__01/01/2024
Loans to subsidiaries within the Group,Loans to subsidiaries within the Group,Loans to subsidiaries within the Group,"519,124,000","519,124,000",,
Loans to the parent company's office,Loans to the parent company's office,Loans to the parent company's office,"7,529,125,000","7,529,125,000",,
Total,Total,Total,"8,048,249,000","8,048,249,000",,
05.2. Long-term loan receivables,05.2. Long-term loan receivables,05.2. Long-term loan receivables,31/12/2024,01/01/2024,,
Loans to subsidiaries within the Group,Loans to subsidiaries within the Group,Loans to subsidiaries within the Group,"63,727,386,806","65,415,486,245",,
Loans to Vietnam Rubber Financial Company Ltd. (which has been merged),Loans to Vietnam Rubber Financial Company Ltd. (which has been merged),Loans to Vietnam Rubber Financial Company Ltd. (which has been merged),"723,783,751,151","732,924,430,956",,
- Loans in the form of stock Repo,- Loans in the form of stock Repo,- Loans in the form of stock Repo,"51,676,359,215","51,736,359,215",,
- Loans to customers,- Loans to customers,- Loans to customers,"672,107,391,936","681,188,071,741",,
Total,Total,Total,"787,511,137,957","798,339,917,201",,
