row_label_raw,row_label_full,11. Chi phí khác,Năm 2024,Năm 2023,numeric__Năm 2024,numeric__Năm 2023
- Tiền bồi thường,- Tiền bồi thường,- Tiền bồi thường,333.963.789,1.216.667.917,333963789.0,1216667917.0
"- Các khoản bị phát, chậm nộp","- Các khoản bị phát, chậm nộp","- Các khoản bị phát, chậm nộp",24.635.513.481,4.203.949.319,24635513481.0,4203949319.0
"- Nhượng bán vật tư, phê liệu","- Nhượng bán vật tư, phê liệu","- Nhượng bán vật tư, phê liệu",8.077.516.235,9.236.696.222,8077516235.0,9236696222.0
- Chi phí sửa chữa đường lô và hoàn nguyên tại vườn cây cao su,- Chi phí sửa chữa đường lô và hoàn nguyên tại vườn cây cao su,- Chi phí sửa chữa đường lô và hoàn nguyên tại vườn cây cao su,-,2.675.858.363,,2675858363.0
- Chi phí thiết hại từ cây cao su,- Chi phí thiết hại từ cây cao su,- Chi phí thiết hại từ cây cao su,-,149.738.107,,149738107.0
- Các khoản khác,- Các khoản khác,- Các khoản khác,478.538.838.125,318.368.516.702,478538838125.0,318368516702.0
Cộng,Cộng,Cộng,511.585.831.630,335.851.426.630,511585831630.0,335851426630.0
