row_label_raw,row_label_full,No,Name,Registered office's address,Main activity,Economic Benefit Ratio,numeric__Name,numeric__Registered office's address,numeric__Main activity,numeric__Economic Benefit Ratio
54,54,54,Dau Giay Industrial Park Joint Stock Company,"Km 2, Provincial Road 769, Bau Ham 2 Commune, Thong Nhat District, Dong Nai Province","Real estate business, land use rights ownership, or lease.",71.84%,,,,71.84
55,55,55,Long Khanh Industrial Park Joint Stock Company,"Long Khanh Industrial Park, Binh Loc Commune, Long Khanh Town, Dong Nai Province","Real estate business, investment, construction, and business of industrial park infrastructure.",75.68%,,,,75.68
56,56,56,Ha Giang Rubber Joint Stock Company,"Group 4, Group 9, Viet Quang Town, Bac Quang District, Ha Giang Province","Cultivation, care, exploitation, and processing of rubber latex; supporting new planting services; livestock breeding; forest care and management; timber processing; purchasing rubber latex.",100%,,,,1.0
57,57,57,Truong Phat Rubber Joint Stock Company,"Lot 117, 118, Map Sheet No. 15, Hamlet 1, Hung Hoa Commune, Bau Bang District, Binh Duong Province",Timber processing; rubber latex trading.,55.09%,,,,55.09
58,58,58,Dong Phu Kratie Rubber Joint Stock Company,"Thuan Phu I Hamlet, Thuan Phu Commune, Dong Phu District, Binh Phuoc Province","Cultivation, care, exploitation, and processing of rubber.",62.20%,,,,62.2
59,59,59,Dong Nai Kratie Rubber Joint Stock Company,"Trung Tam Hamlet, Xuan Lap Commune, Long Khanh Town, Dong Nai Province","Cultivation, exploitation, and processing of rubber and agricultural products. Production, business of agricultural materials.",88.73%,,,,88.73
60,60,60,VRG Ngoc Linh Hydropower Joint Stock Company,"Dak Glei Town, Dak Glei District, Kon Tum Province","Electricity production, transmission, and distribution.",77.46%,,,,77.46
61,61,61,Dong Phu Technical Rubber Joint Stock Company,"Tan Lap Commune, Dong Phu District, Binh Phuoc Province","Processing of technical rubber and other rubber products for civil use; trading, import and export of rubber, materials, fertilizers, chemicals.",41.54%,,,,41.54
62,62,62,Bao Lam Rubber Joint Stock Company,"Loc Bao Commune, Bao Lam District, Lam Dong Province","Cultivation, exploitation, and processing of natural rubber; forest management, protection, planting, exploitation, and processing of forest products.",93.83%,,,,93.83
63,63,63,An Dien Industrial Joint Stock Company,"Rach Bap Industrial Park, D1 Road, An Dien Commune, Ben Cat District, Binh Duong Province","Real estate business, land use rights ownership, or lease.",92.67%,,,,92.67
