row_label_raw,row_label_full,16. Deferred tax assets and deferred tax liabilities,31/12/2024,01/01/2024,numeric__31/12/2024,numeric__01/01/2024
a. Deferred tax assets,a. Deferred tax assets,a. Deferred tax assets,"245,690,231,161","115,055,154,691",,
- The income tax rate used to determine the value of deferred tax assets,a. Deferred tax assets > - The income tax rate used to determine the value of deferred tax assets,- The income tax rate used to determine the value of deferred tax assets,20%,20%,0.2,0.2
- Deferred tax assets related to deductible temporary differences,- Deferred tax assets related to deductible temporary differences,- Deferred tax assets related to deductible temporary differences,"245,690,231,161","115,055,154,691",,
b. Deferred tax liabilities,b. Deferred tax liabilities,b. Deferred tax liabilities,"4,291,419,969","4,291,419,969",,
- The income tax rate used to determine the value of deferred tax liabilities,b. Deferred tax liabilities > - The income tax rate used to determine the value of deferred tax liabilities,- The income tax rate used to determine the value of deferred tax liabilities,20%,20%,0.2,0.2
- Deferred tax liabilities arising from taxable temporary differences,- Deferred tax liabilities arising from taxable temporary differences,- Deferred tax liabilities arising from taxable temporary differences,"4,291,419,969","4,291,419,969",,
17. Goodwill,17. Goodwill,17. Goodwill,31/12/2024,01/01/2024,,
- Goodwill at the beginning of the year,- Goodwill at the beginning of the year,- Goodwill at the beginning of the year,"190,634,628,239","36,914,289,619",,
- Goodwill increase during the period,- Goodwill increase during the period,- Goodwill increase during the period,-,"175,491,522,000",,
- Goodwill allocated at the end of the period,- Goodwill allocated at the end of the period,- Goodwill allocated at the end of the period,"(22,369,544,142)","(21,771,183,380)",,
Goodwill at the end of the year,Goodwill at the end of the year,Goodwill at the end of the year,"168,265,084,097","190,634,628,239",,
