row_label_raw,row_label_full,col_0,col_1,Năm 2024,Năm 2023,numeric__col_1,numeric__Năm 2024,numeric__Năm 2023
Ông Huỳnh Kim Nhự,Ông Phan Mạnh Hùng > Ông Huỳnh Kim Nhự,Ông Huỳnh Kim Nhự,Phó Tổng Giám đốc,1.120.929.325,912.190.854,,1120929325.0,912190854.0
Ông Lê Thanh Tú,Ông Phan Mạnh Hùng > Ông Lê Thanh Tú,Ông Lê Thanh Tú,Phó Tổng Giám đốc,-,594.907.079,,,594907079.0
Ông Lê Thanh Tú,Ông Lê Thanh Tú,Ông Lê Thanh Tú,(Miễn nhiệm từ ngày 28/08/2023),,,,,
Ông Phạm Văn Hói Em,Ông Lê Thanh Tú > Ông Phạm Văn Hói Em,Ông Phạm Văn Hói Em,Trường Ban kiểm soát,1.015.842.201,826.542.753,,1015842201.0,826542753.0
Ông Phạm Văn Hói Em,Ông Phạm Văn Hói Em,Ông Phạm Văn Hói Em,(Bổ nhiệm từ ngày 17/06/2024),,,,,
Ông Phạm Văn Hói Em,Ông Phạm Văn Hói Em,Ông Phạm Văn Hói Em,Kế toán trưởng,-,-,,,
Ông Phạm Văn Hói Em,Ông Phạm Văn Hói Em,Ông Phạm Văn Hói Em,(Miễn nhiệm từ ngày 17/06/2024),,,,,
Ông Đỗ Khắc Thăng,Ông Phạm Văn Hói Em > Ông Đỗ Khắc Thăng,Ông Đỗ Khắc Thăng,Trường Ban kiểm soát,465.594.342,826.672.961,,465594342.0,826672961.0
Ông Đỗ Khắc Thăng,Ông Đỗ Khắc Thăng,Ông Đỗ Khắc Thăng,(Miễn nhiệm từ ngày 17/06/2024),,,,,
Ông Nguyễn Minh Đức,Ông Đỗ Khắc Thăng > Ông Nguyễn Minh Đức,Ông Nguyễn Minh Đức,Kiểm soát viên,152.376.330,123.600.000,,152376330.0,123600000.0
Ông Võ Văn Tuấn,Ông Đỗ Khắc Thăng > Ông Võ Văn Tuấn,Ông Võ Văn Tuấn,Kiểm soát viên,152.376.330,123.600.000,,152376330.0,123600000.0
