row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Đơn vị tính: VND > 31/12/2024,Đơn vị tính: VND > 01/01/2024,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Đơn vị tính: VND > 31/12/2024,numeric__Đơn vị tính: VND > 01/01/2024
200,200,200,B. TÀI SẢN DÀI HẠN,,55.713.396.594.398,54.219.844.693.958,,,55713396594398.0,54219844693958.0
210,210,210,I. Các khoản phải thu dài hạn,,607.786.542.911,657.484.252.712,,,607786542911.0,657484252712.0
212,212,212,1. Trả trước cho người bán dài hạn,V.04,3.049.584.972,3.585.475.244,,,3049584972.0,3585475244.0
215,215,215,2. Phải thu về cho vay dài hạn,V.05,787.511.137.957,798.339.917.201,,,787511137957.0,798339917201.0
216,216,216,3. Phải thu dài hạn khác,V.06,214.871.963.977,223.466.914.989,,,214871963977.0,223466914989.0
219,219,219,4. Dự phòng phải thu dài hạn khó đòi (*),,(397.646.143.995),(367.908.054.722),,,-397646143995.0,-367908054722.0
220,220,220,II. Tài sản cố định,,35.337.155.884.690,34.438.241.979.610,,,35337155884690.0,34438241979610.0
221,221,221,1. Tài sản cố định hữu hình,V.11,35.216.722.037.923,34.325.967.725.476,,,35216722037923.0,34325967725476.0
222,222,222,- Nguyên giá,,58.319.330.687.217,54.895.510.290.377,,,58319330687217.0,54895510290377.0
223,223,223,- Giá trị hao mòn lũy kế,,(23.102.608.649.294),(20.569.542.564.901),,,-23102608649294.0,-20569542564901.0
224,224,224,2. Tài sản cố định thuê tài chính,V.13,975.132.667,697.064.068,,,975132667.0,697064068.0
225,225,225,- Nguyên giá,,3.101.449.158,1.866.940.741,,,3101449158.0,1866940741.0
226,226,226,- Giá trị hao mòn lũy kế,,(2.126.316.491),(1.169.876.673),,,-2126316491.0,-1169876673.0
227,227,227,3. Tài sản cố định vô hình,V.12,119.458.714.100,111.577.190.066,,,119458714100.0,111577190066.0
228,228,228,- Nguyên giá,,317.248.371.299,203.375.045.062,,,317248371299.0,203375045062.0
229,229,229,- Giá trị hao mòn lũy kế,,(97.789.657.199),(91.797.854.996),,,-97789657199.0,-91797854996.0
230,230,230,III. Bất động sản đầu tư,V.14,1.286.697.181.872,1.344.022.245.376,,,1286697181872.0,1344022245376.0
231,231,231,- Nguyên giá,,2.340.289.970.664,2.277.537.159.287,,,2340289970664.0,2277537159287.0
232,232,232,- Giá trị hao mòn lũy kế,,(1.053.592.788.792),(933.514.913.911),,,-1053592788792.0,-933514913911.0
240,240,240,IV. Tài sản dỡ dang dài hạn,V.15,9.067.120.273.522,10.774.411.544.433,,,9067120273522.0,10774411544433.0
241,241,241,1. Chi phí sản xuất kinh doanh dở dang dài hạn,,195.804.240.940,196.926.030.106,,,195804240940.0,196926030106.0
242,242,242,2. Chi phí xây dựng cơ bản dở dang,,8.871.316.032.582,10.577.485.514.327,,,8871316032582.0,10577485514327.0
250,250,250,V. Đầu tư tài chính dài hạn,V.02,2.687.592.909.120,2.956.531.742.936,,,2687592909120.0,2956531742936.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",,2.258.208.135.808,2.184.436.484.097,,,2258208135808.0,2184436484097.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,358.702.878.861,360.702.878.861,,,358702878861.0,360702878861.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn (*),,(48.815.534.590),(47.107.613.940),,,-48815534590.0,-47107613940.0
255,255,255,4. Đầu tư nằm giữ đến ngày đáo hạn,,119.497.429.041,458.499.993.918,,,119497429041.0,458499993918.0
260,260,260,VI. Tài sản dài hạn khác,,6.727.043.802.283,4.049.152.928.891,,,6727043802283.0,4049152928891.0
261,261,261,1. Chi phí trả trước dài hạn,V.09,6.204.462.521.120,3.637.589.873.576,,,6204462521120.0,3637589873576.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,V.16,245.690.231.161,115.055.154.691,,,245690231161.0,115055154691.0
263,263,263,"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",,108.625.965.905,105.873.272.385,,,108625965905.0,105873272385.0
269,269,269,4. Lợi thế thương mại,V.17,168.265.084.097,190.634.628.239,,,168265084097.0,190634628239.0
270,270,270,TỔNG CỘNG TÀI SẢN,,83.383.682.512.004,78.062.093.620.098,,,83383682512004.0,78062093620098.0
