row_label_raw,row_label_full,col_0,2024,2023,numeric__2024,numeric__2023
,,,Number of Shares,Number of Shares,,
Number of common shares at the beginning of the year,Number of common shares at the beginning of the year,Number of common shares at the beginning of the year,"4,000,000,000","4,000,000,000",,
Effect of treasury shares sold during the year,Effect of treasury shares sold during the year,Effect of treasury shares sold during the year,-,-,,
Weighted average number of common shares,Weighted average number of common shares,Weighted average number of common shares,"4,000,000,000","4,000,000,000",,
c. Basic earnings per share,Weighted average number of common shares > c. Basic earnings per share,c. Basic earnings per share,851,487,851.0,487.0
