row_label_raw,row_label_full,31/12/2020,01/01/2020,numeric__01/01/2020
58.307.419.064,58.307.419.064,58.307.419.064,165.488.064.681,165488064681.0
592.226.438,592.226.438,592.226.438,581.721.067,581721067.0
54.979.714.525,54.979.714.525,54.979.714.525,164.392.058.433,164392058433.0
6.534.000,6.534.000,6.534.000,-,
1.003.861.490,1.003.861.490,1.003.861.490,-,
200.122.363,1.003.861.490 > 200.122.363,200.122.363,374.861.135,374861135.0
1.524.960.248,1.003.861.490 > 1.524.960.248,1.524.960.248,139.424.046,139424046.0
1.196.285.782,1.003.861.490 > 1.196.285.782,1.196.285.782,30.000.000.000,30000000000.0
1.196.285.782,1.003.861.490 > 1.196.285.782,1.196.285.782,30.000.000.000,30000000000.0
785.350.299.008,1.003.861.490 > 785.350.299.008,785.350.299.008,531.300.000.000,531300000000.0
757.950.299.008,1.003.861.490 > 757.950.299.008,757.950.299.008,499.800.000.000,499800000000.0
-,1.003.861.490 > -,-,16.000.000.000,16000000000.0
-,1.003.861.490 > -,-,15.500.000.000,15500000000.0
73.195.385.919,1.003.861.490 > 73.195.385.919,73.195.385.919,13.220.403.043,13220403043.0
14.031.908.566,1.003.861.490 > 14.031.908.566,14.031.908.566,9.736.474.791,9736474791.0
20.455.216.257,1.003.861.490 > 20.455.216.257,20.455.216.257,314.000.924,314000924.0
-,1.003.861.490 > -,-,6.954.065,6954065.0
5.401.749.096,1.003.861.490 > 5.401.749.096,5.401.749.096,1.157.712.763,1157712763.0
33.306.512.000,1.003.861.490 > 33.306.512.000,33.306.512.000,2.005.260.500,2005260500.0
