row_label_raw,row_label_full,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","31/12/2020 > Giá gốcVND > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","31/12/2020 > Giá trị có thể thu hồiVND > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","01/01/2020 > Giá gốcVND > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","01/01/2020 > Giá trị có thể thu hồiVND > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","numeric__31/12/2020 > Giá gốcVND > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","numeric__31/12/2020 > Giá trị có thể thu hồiVND > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","numeric__01/01/2020 > Giá gốcVND > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","numeric__01/01/2020 > Giá trị có thể thu hồiVND > - Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi"
+ Công ty Cổ phần Địa ốc Phú Long,+ Công ty Cổ phần Địa ốc Phú Long,+ Công ty Cổ phần Địa ốc Phú Long,1.470.000.000,-,1.470.000.000,-,1470000000.0,,1470000000.0,
+ Công ty Cổ phần Dịch vụ Bất động sảnSao Việt,+ Công ty Cổ phần Dịch vụ Bất động sảnSao Việt,+ Công ty Cổ phần Dịch vụ Bất động sảnSao Việt,55.378.595,-,55.378.596,-,55378595.0,,55378596.0,
+ Công ty Cổ phần Đầu tư Bảo Việt,+ Công ty Cổ phần Đầu tư Bảo Việt,+ Công ty Cổ phần Đầu tư Bảo Việt,45.898.815,-,45.898.815,-,45898815.0,,45898815.0,
+ Công ty Cổ phần XNK Tổng hợp HàNội,+ Công ty Cổ phần XNK Tổng hợp HàNội,+ Công ty Cổ phần XNK Tổng hợp HàNội,39.683.691,-,39.683.691,-,39683691.0,,39683691.0,
+ Công ty Cổ phần Tid,+ Công ty Cổ phần Tid,+ Công ty Cổ phần Tid,343.870.941,-,343.870.941,-,343870941.0,,343870941.0,
+ Công ty TNHH Đầu tư và Phát triển TâyHồ,+ Công ty TNHH Đầu tư và Phát triển TâyHồ,+ Công ty TNHH Đầu tư và Phát triển TâyHồ,106.244.294,-,106.244.294,-,106244294.0,,106244294.0,
+ Công ty Cổ phần Bất Động Sản ThăngLong,+ Công ty Cổ phần Bất Động Sản ThăngLong,+ Công ty Cổ phần Bất Động Sản ThăngLong,60.615.000,-,60.615.000,-,60615000.0,,60615000.0,
+ Công ty TNHH Giải pháp và Công nghệAn Thịnh,+ Công ty TNHH Giải pháp và Công nghệAn Thịnh,+ Công ty TNHH Giải pháp và Công nghệAn Thịnh,384.300.000,-,384.300.000,-,384300000.0,,384300000.0,
+ Công ty TNHH Địa Ốc Gia Phú,+ Công ty TNHH Địa Ốc Gia Phú,+ Công ty TNHH Địa Ốc Gia Phú,5.391.000.324,-,5.391.000.324,-,5391000324.0,,5391000324.0,
,,,7.896.991.660,-,7.896.991.661,-,7896991660.0,,7896991661.0,
