row_label_raw,row_label_full,col_0,31/12/2020,31/12/2020_1,01/01/2020,01/01/2020_1,numeric__31/12/2020,numeric__31/12/2020_1,numeric__01/01/2020,numeric__01/01/2020_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
,,,VND,VND,VND,VND,,,,
- Chi phí sản xuất kinh doanh dở dang,- Chi phí sản xuất kinh doanh dở dang,- Chi phí sản xuất kinh doanh dở dang,4.902.365.445,-,7.418.152.827,-,4902365445.0,,7418152827.0,
- Hàng hoá,- Hàng hoá,- Hàng hoá,50.887.090,-,54.773.361,-,50887090.0,,54773361.0,
- Hàng hóa bất động sản (*),- Hàng hóa bất động sản (*),- Hàng hóa bất động sản (*),26.886.741.578,-,134.236.820.986,-,26886741578.0,,134236820986.0,
,,,31.839.994.113,-,141.709.747.174,-,31839994113.0,,141709747174.0,
,,,,,30/06/2020,01/01/2020,,,,
,,,,,VND,VND,,,,
(**) Hàng hóa bất động sản,(**) Hàng hóa bất động sản,(**) Hàng hóa bất động sản,(**) Hàng hóa bất động sản,(**) Hàng hóa bất động sản,26.886.741.578,134.236.820.986,,,26886741578.0,134236820986.0
+ Sản thương mại văn phòng làm việc tầng 2+3 Dự án Dolphin Plaza,+ Sản thương mại văn phòng làm việc tầng 2+3 Dự án Dolphin Plaza,+ Sản thương mại văn phòng làm việc tầng 2+3 Dự án Dolphin Plaza,+ Sản thương mại văn phòng làm việc tầng 2+3 Dự án Dolphin Plaza,+ Sản thương mại văn phòng làm việc tầng 2+3 Dự án Dolphin Plaza,6.935.954.546,11.550.145.455,,,6935954546.0,11550145455.0
+ Dự án Đồng Ký Lovera Park,+ Dự án Đồng Ký Lovera Park,+ Dự án Đồng Ký Lovera Park,+ Dự án Đồng Ký Lovera Park,+ Dự án Đồng Ký Lovera Park,16.350.787.032,45.828.146.314,,,16350787032.0,45828146314.0
+ Căn A1508 - dự án Sky City Towers 88 Lăng Hạ,+ Căn A1508 - dự án Sky City Towers 88 Lăng Hạ,+ Căn A1508 - dự án Sky City Towers 88 Lăng Hạ,+ Căn A1508 - dự án Sky City Towers 88 Lăng Hạ,+ Căn A1508 - dự án Sky City Towers 88 Lăng Hạ,3.600.000.000,-,,,3600000000.0,
+ Dự án Dolphin thấp tầng,+ Dự án Dolphin thấp tầng,+ Dự án Dolphin thấp tầng,+ Dự án Dolphin thấp tầng,+ Dự án Dolphin thấp tầng,-,54.557.489.505,,,,54557489505.0
+ Khách Dự Án Khu đô thị mới Đông Sơn,+ Khách Dự Án Khu đô thị mới Đông Sơn,+ Khách Dự Án Khu đô thị mới Đông Sơn,+ Khách Dự Án Khu đô thị mới Đông Sơn,+ Khách Dự Án Khu đô thị mới Đông Sơn,-,22.301.039.712,,,,22301039712.0
