row_label_raw,row_label_full,col_0,31/12/2020 > Giá trị,31/12/2020 > Số có khả năng trả nợ,01/01/2020 > Giá trị,01/01/2020 > Số có khả năng trả nợ,numeric__31/12/2020 > Giá trị,numeric__31/12/2020 > Số có khả năng trả nợ,numeric__01/01/2020 > Giá trị,numeric__01/01/2020 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,,,,
- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,5.289.021.395,5.289.021.395,1.011.364.461,1.011.364.461,5289021395.0,5289021395.0,1011364461.0,1011364461.0
- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,20.455.216.257,20.455.216.257,314.000.924,314.000.924,20455216257.0,20455216257.0,314000924.0,314000924.0
- Công ty Cổ phần Dolphin 2 Việt Nam,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Dolphin 2 Việt Nam,- Công ty Cổ phần Dolphin 2 Việt Nam,33.306.512.000,33.306.512.000,2.005.260.500,2.005.260.500,33306512000.0,33306512000.0,2005260500.0,2005260500.0
- Công ty Cổ phần Bất động sản Galaxy Land,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Bất động sản Galaxy Land,- Công ty Cổ phần Bất động sản Galaxy Land,6.676.317.605,6.676.317.605,3.089.023.296,3.089.023.296,6676317605.0,6676317605.0,3089023296.0,3089023296.0
- Công ty Cổ phần Bất động sản CORE REALTY,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Bất động sản CORE REALTY,- Công ty Cổ phần Bất động sản CORE REALTY,-,-,1.997.747.288,1.997.747.288,,,1997747288.0,1997747288.0
- Công ty Cổ phần Công nghệ Quốc tế G-Tech,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Công nghệ Quốc tế G-Tech,- Công ty Cổ phần Công nghệ Quốc tế G-Tech,10.908.704.000,10.908.704.000,-,-,10908704000.0,10908704000.0,,
- Công ty Cổ phần Tập đoàn Thế Kỳ,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,10.116.890.045,10.116.890.045,6.190.740.135,6.190.740.135,10116890045.0,10116890045.0,6190740135.0,6190740135.0
- Phải trả các đối tượng khác,a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > - Phải trả các đối tượng khác,- Phải trả các đối tượng khác,68.639.041.359,68.639.041.359,78.171.009.309,78.171.009.309,68639041359.0,68639041359.0,78171009309.0,78171009309.0
,,,155.391.702.661,155.391.702.661,92.779.145.913,92.779.145.913,155391702661.0,155391702661.0,92779145913.0,92779145913.0
b) Phải trả người bán là các bên liên quan(Xem thông tin chỉ tiết tại Thuyết minh 41),a) Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn > b) Phải trả người bán là các bên liên quan(Xem thông tin chỉ tiết tại Thuyết minh 41),b) Phải trả người bán là các bên liên quan(Xem thông tin chỉ tiết tại Thuyết minh 41),73.195.385.919,73.195.385.919,13.220.403.043,13.220.403.043,73195385919.0,73195385919.0,13220403043.0,13220403043.0
