row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2020,Tại ngày 31/12/2020,Tại ngày 31/12/2020,Tại ngày 31/12/2020,Tại ngày 31/12/2020,Tại ngày 31/12/2020,Tại ngày 31/12/2020,,,,
Vay và nợ,Tại ngày 31/12/2020 > Vay và nợ,Vay và nợ,370.880.740.439,450.000.000.000,-,820.880.740.439,370880740439.0,450000000000.0,,820880740439.0
"Phải trả người bán, phải trảkhác","Tại ngày 31/12/2020 > Phải trả người bán, phải trảkhác","Phải trả người bán, phải trảkhác",551.785.443.158,1.887.396.547,-,553.672.839.705,551785443158.0,1887396547.0,,553672839705.0
Chi phí phải trả,Tại ngày 31/12/2020 > Chi phí phải trả,Chi phí phải trả,48.769.412.532,-,-,48.769.412.532,48769412532.0,,,48769412532.0
,,,971.435.596.129,451.887.396.547,-,1.423.322.992.676,971435596129.0,451887396547.0,,1423322992676.0
Tại ngày 01/01/2020,Tại ngày 01/01/2020,Tại ngày 01/01/2020,Tại ngày 01/01/2020,Tại ngày 01/01/2020,Tại ngày 01/01/2020,Tại ngày 01/01/2020,,,,
Vay và nợ,Tại ngày 01/01/2020 > Vay và nợ,Vay và nợ,82.727.415.533,-,-,82.727.415.533,82727415533.0,,,82727415533.0
"Phải trả người bán, phải trảkhác","Tại ngày 01/01/2020 > Phải trả người bán, phải trảkhác","Phải trả người bán, phải trảkhác",299.464.034.025,3.276.866.095,-,302.740.900.120,299464034025.0,3276866095.0,,302740900120.0
Chi phí phải trả,Tại ngày 01/01/2020 > Chi phí phải trả,Chi phí phải trả,116.509.337.839,-,-,116.509.337.839,116509337839.0,,,116509337839.0
,,,498.700.787.397,3.276.866.095,-,501.977.653.492,498700787397.0,3276866095.0,,501977653492.0
