row_label_raw,row_label_full,col_0,01/01/2020 > Giá trị,01/01/2020 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2020 > Giá trị,31/12/2020 > Số có khả năng trả nợ,numeric__01/01/2020 > Giá trị,numeric__01/01/2020 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2020 > Giá trị,numeric__31/12/2020 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,VND,VND,,,,,,
"a, Vay ngắn hạn- Vay ngắn hạn","a, Vay ngắn hạn- Vay ngắn hạn","a, Vay ngắn hạn- Vay ngắn hạn",82.727.415.533,82.727.415.533,1.615.950.544.691,1.327.797.219.785,370.880.740.439,370.880.740.439,82727415533.0,82727415533.0,1615950544691.0,1327797219785.0,370880740439.0,370880740439.0
"a, Vay ngắn hạn- Vay ngắn hạn","a, Vay ngắn hạn- Vay ngắn hạn","a, Vay ngắn hạn- Vay ngắn hạn",82.727.415.533,82.727.415.533,1.615.950.544.691,1.327.797.219.785,370.880.740.439,370.880.740.439,82727415533.0,82727415533.0,1615950544691.0,1327797219785.0,370880740439.0,370880740439.0
b) Vay dài hạn- Trái phiếu thường,b) Vay dài hạn- Trái phiếu thường,b) Vay dài hạn- Trái phiếu thường,,-,450.000.000.000,,450.000.000.000,450.000.000.000,,,450000000000.0,,450000000000.0,450000000000.0
b) Vay dài hạn- Trái phiếu thường,b) Vay dài hạn- Trái phiếu thường,b) Vay dài hạn- Trái phiếu thường,-,-,450.000.000.000,-,450.000.000.000,450.000.000.000,,,450000000000.0,,450000000000.0,450000000000.0
Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,,,,,,
,,,,Loại tiền,Lãi suất năm,Hình thức đảm bảo,31/12/2020,01/01/2020,,,,,,
,,,,,,,VND,VND,,,,,,
Ngân hàng Thương mại Cổ phần Việt Nam - Chi nhánh Đông Hà Nội,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Ngân hàng Thương mại Cổ phần Việt Nam - Chi nhánh Đông Hà Nội,Ngân hàng Thương mại Cổ phần Việt Nam - Chi nhánh Đông Hà Nội,,VND,,Tín chấp,-,30.000.000.000,,,,,,30000000000.0
Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vương - Hội sở chính,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vương - Hội sở chính,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vương - Hội sở chính,,VND,"8,60%",Quyền sử dụng đất,-,14.800.000.000,,,0.086,,,14800000000.0
Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà,,VND,"4,9% đến 6,4%",Tín chấp,69.970.000.000,37.927.415.533,,,,,69970000000.0,37927415533.0
Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà,,VND,"4,9% đến 6,4%",Tín chấp,265.910.740.439,-,,,,,265910740439.0,
Ngân hàng Thương mại Cổ phần Công thương Việt Nam,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Ngân hàng Thương mại Cổ phần Công thương Việt Nam,Ngân hàng Thương mại Cổ phần Công thương Việt Nam,,VND,"5,1%",Tín chấp,35.000.000.000,-,,,0.051,,35000000000.0,
,,,,,,,370.880.740.439,82.727.415.533,,,,,370880740439.0,82727415533.0
,,,31/12/2020,31/12/2020,31/12/2020,01/01/2020,01/01/2020,01/01/2020,,,,,,
,,,Giá trị,Lãi suất,Kỳ hạn,Giá trị,Lãi suất,Kỳ hạn,,,,,,
,,,VND,%,,VND,%,,,,,,,
Trái phiếu phát hành- Loại phát hành theo mênh giá,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Trái phiếu phát hành- Loại phát hành theo mênh giá,Trái phiếu phát hành- Loại phát hành theo mênh giá,450.000.000.000,"10,5%",36 tháng,-,-,-,450000000000.0,0.105,,,,
Trái phiếu phát hành- Loại phát hành theo mênh giá,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Trái phiếu phát hành- Loại phát hành theo mênh giá,Trái phiếu phát hành- Loại phát hành theo mênh giá,450.000.000.000,,,-,,,450000000000.0,,,,,
