row_label_raw,row_label_full,Công ty Cổ phần Tập đoàn Thế kỳ,Công ty mẹ,numeric__Công ty mẹ
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Cùng tập đoàn,
Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế kỳ,Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế kỳ,Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế kỳ,Cùng tập đoàn,
Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,Cùng tập đoàn,
Công ty Cổ phần Thẩm định giá Thế kỳ,Công ty Cổ phần Thẩm định giá Thế kỳ,Công ty Cổ phần Thẩm định giá Thế kỳ,Cùng tập đoàn,
Công ty Cổ phần Dolphin 2 Việt Nam,Công ty Cổ phần Dolphin 2 Việt Nam,Công ty Cổ phần Dolphin 2 Việt Nam,Cùng tập đoàn,
"Các thành viên thuộc Hội đồng quản trị, Ban Tổng Giám đốc, Ban kiểm soát và người liên quan","Các thành viên thuộc Hội đồng quản trị, Ban Tổng Giám đốc, Ban kiểm soát và người liên quan","Các thành viên thuộc Hội đồng quản trị, Ban Tổng Giám đốc, Ban kiểm soát và người liên quan","Các thành viên thuộc Hội đồng quản trị, Ban Tổng Giám đốc, Ban kiểm soát và người liên quan",
