row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2020 > VND,01/01/2020 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2020 > VND,numeric__01/01/2020 > VND
300,300,300,C. NỘ PHẢI TRẢ,,1.766.766.674.128,783.550.094.177,,,1766766674128.0,783550094177.0
310,310,310,I. Nợ ngắn hạn,,1.314.879.277.581,779.500.548.629,,,1314879277581.0,779500548629.0
311,311,311,1. Phải trả người bán ngắn hạn,17,155.391.702.661,92.779.145.913,,17.0,155391702661.0,92779145913.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,18,91.284.892.994,20.407.874.473,,18.0,91284892994.0,20407874473.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,19,119.196.192.228,125.278.692.623,,19.0,119196192228.0,125278692623.0
314,314,314,4. Phải trả người lao động,,87.216.717.607,99.495.449.211,,,87216717607.0,99495449211.0
315,315,315,5. Chi phí phải trả ngắn hạn,20,48.769.412.532,116.509.337.839,,20.0,48769412532.0,116509337839.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,22,8.391.508.988,2.178.160.777,,22.0,8391508988.0,2178160777.0
319,319,319,7. Phải trả ngắn hạn khác,21,396.393.740.497,206.684.888.112,,21.0,396393740497.0,206684888112.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,16,370.880.740.439,82.727.415.533,,16.0,370880740439.0,82727415533.0
322,322,322,9. Quỹ khen thưởng phúc lợi,,37.354.369.635,33.439.584.148,,,37354369635.0,33439584148.0
330,330,330,II. Nợ dài hạn,,451.887.396.547,4.049.545.548,,,451887396547.0,4049545548.0
337,337,337,1. Phải trả dài hạn khác,21,1.887.396.547,3.276.866.095,,21.0,1887396547.0,3276866095.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,16,450.000.000.000,-,,16.0,450000000000.0,
341,341,341,3. Thuế thu nhập hoãn lại phải trả,,-,772.679.453,,,,772679453.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,2.044.297.857.054,1.898.019.757.189,,,2044297857054.0,1898019757189.0
410,410,410,I. Vốn chủ sở hữu,23,2.044.297.857.054,1.898.019.757.189,,23.0,2044297857054.0,1898019757189.0
411,411,411,1. Vốn góp của chủ sở hữu,,800.000.000.000,800.000.000.000,,,800000000000.0,800000000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,800.000.000.000,800.000.000.000,,,800000000000.0,800000000000.0
412,412,412,2. Thặng dư vốn cổ phần,,150.000.000.000,150.000.000.000,,,150000000000.0,150000000000.0
414,414,414,3. Vốn khác của chủ sở hữu,,45.243.750.000,9.243.750.000,,,45243750000.0,9243750000.0
415,415,415,4. Cổ phiếu quỹ,,(1.080.000),(1.080.000),,,-1080000.0,-1080000.0
418,418,418,5. Quỹ đầu tư phát triển,,69.420.028.780,66.560.395.434,,,69420028780.0,66560395434.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,950.113.944.684,807.951.648.079,,,950113944684.0,807951648079.0
421a,421a,421a,- LNST chưa phân phối lũy kế đến cuối năm trước,,656.348.804.280,421.243.472.719,,,656348804280.0,421243472719.0
421b,421b,421b,- LNST chưa phân phối năm nay,,293.765.140.404,386.708.175.360,,,293765140404.0,386708175360.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,,29.521.213.590,64.265.043.676,,,29521213590.0,64265043676.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,3.811.064.531.182,2.681.569.851.366,,,3811064531182.0,2681569851366.0
