row_label_raw,row_label_full,col_0,31/12/2020,01/01/2020,numeric__31/12/2020,numeric__01/01/2020
,,,VND,VND,,
- Công ty Cổ phần Hồng hạc Đại Lãi,- Công ty Cổ phần Hồng hạc Đại Lãi,- Công ty Cổ phần Hồng hạc Đại Lãi,-,2.211.042.867,,2211042867.0
- Công ty Cổ phần Bất động sản Galaxy Land,- Công ty Cổ phần Bất động sản Galaxy Land,- Công ty Cổ phần Bất động sản Galaxy Land,28.670.141.253,-,28670141253.0,
- Công ty Cổ phần Đầu tư Xây dựng Thành Công Vĩnh Phúc,- Công ty Cổ phần Đầu tư Xây dựng Thành Công Vĩnh Phúc,- Công ty Cổ phần Đầu tư Xây dựng Thành Công Vĩnh Phúc,-,2.222.000.000,,2222000000.0
- Công ty Cổ phần Xây lắp Sunshine E&C,- Công ty Cổ phần Xây lắp Sunshine E&C,- Công ty Cổ phần Xây lắp Sunshine E&C,2.475.700.564,-,2475700564.0,
- Công ty Cổ phần Đầu tư Bất động sản Mỹ Đình,- Công ty Cổ phần Đầu tư Bất động sản Mỹ Đình,- Công ty Cổ phần Đầu tư Bất động sản Mỹ Đình,9.572.124.801,9.572.124.801,9572124801.0,9572124801.0
- Công ty TNHH SE ADD,- Công ty TNHH SE ADD,- Công ty TNHH SE ADD,-,4.424.200.000,,4424200000.0
- Tổng Công ty Cổ phần Thương mại Xây dựng,- Tổng Công ty Cổ phần Thương mại Xây dựng,- Tổng Công ty Cổ phần Thương mại Xây dựng,42.332.633.500,-,42332633500.0,
- Người mua trả tiền trước khác,- Người mua trả tiền trước khác,- Người mua trả tiền trước khác,8.234.292.876,1.978.506.805,8234292876.0,1978506805.0
,,,91.284.892.994,20.407.874.473,91284892994.0,20407874473.0
