row_label_raw,row_label_full,- Công ty TNHH Gốm sú và Thương mại Vitake
- Công ty TNHH MTV Dịch vụ nhà ở và Khu đô thị,- Công ty TNHH MTV Dịch vụ nhà ở và Khu đô thị,- Công ty TNHH MTV Dịch vụ nhà ở và Khu đô thị
- Công ty TNHH Kinh doanh Chế biến Nông lâm sản Xuất nhập khẩu Chiến Thắng,- Công ty TNHH Kinh doanh Chế biến Nông lâm sản Xuất nhập khẩu Chiến Thắng,- Công ty TNHH Kinh doanh Chế biến Nông lâm sản Xuất nhập khẩu Chiến Thắng
- Công ty TNHH Kim Sơn,- Công ty TNHH Kim Sơn,- Công ty TNHH Kim Sơn
- Công ty TNHH MTV Bao bì Toàn Cầu,- Công ty TNHH MTV Bao bì Toàn Cầu,- Công ty TNHH MTV Bao bì Toàn Cầu
- Công ty 789 Bộ Quốc Phòng,- Công ty 789 Bộ Quốc Phòng,- Công ty 789 Bộ Quốc Phòng
- Công ty TNHH BMC Hà Nội,- Công ty TNHH BMC Hà Nội,- Công ty TNHH BMC Hà Nội
- Công ty Cổ phần Đầu tư Công nghiệp Hà Nội Vinacomin,- Công ty Cổ phần Đầu tư Công nghiệp Hà Nội Vinacomin,- Công ty Cổ phần Đầu tư Công nghiệp Hà Nội Vinacomin
- Công ty TNHH thương mại và đầu tư Trường Giang,- Công ty TNHH thương mại và đầu tư Trường Giang,- Công ty TNHH thương mại và đầu tư Trường Giang
- Công ty TNHH Kim Sơn,- Công ty TNHH Kim Sơn,- Công ty TNHH Kim Sơn
- Công ty Cổ phần Tiến Thắng,- Công ty Cổ phần Tiến Thắng,- Công ty Cổ phần Tiến Thắng
- Công ty TNHH Dịch vụ và Thương mại Hoàng Ninh Phải trả cho các đối tượng khác,- Công ty TNHH Dịch vụ và Thương mại Hoàng Ninh Phải trả cho các đối tượng khác,- Công ty TNHH Dịch vụ và Thương mại Hoàng Ninh Phải trả cho các đối tượng khác
