row_label_raw,row_label_full,col_0,Năm 2015,Từ 22/07/2014đến 31/12/2014,numeric__Năm 2015,numeric__Từ 22/07/2014đến 31/12/2014
,,,VND,VND,,
"Giá vốn của hàng hoá, thành phẩm đã bán","Giá vốn của hàng hoá, thành phẩm đã bán","Giá vốn của hàng hoá, thành phẩm đã bán",5.691.208.671.929,3.265.373.462.939,5691208671929.0,3265373462939.0
- Giá vốn hàng hóa bắt động sản,- Giá vốn hàng hóa bắt động sản,- Giá vốn hàng hóa bắt động sản,1.307.241.722.784,959.446.518.423,1307241722784.0,959446518423.0
"- Giá vốn bán các sản phẩm kính, gương","- Giá vốn bán các sản phẩm kính, gương","- Giá vốn bán các sản phẩm kính, gương",995.360.888.609,486.233.261.722,995360888609.0,486233261722.0
"- Giá vốn bán các sản phẩm sứ, sen vòi và phụ kiện","- Giá vốn bán các sản phẩm sứ, sen vòi và phụ kiện","- Giá vốn bán các sản phẩm sứ, sen vòi và phụ kiện",657.033.044.884,454.664.715.962,657033044884.0,454664715962.0
- Giá vốn bán các sản phẩm gach ốp lát,- Giá vốn bán các sản phẩm gach ốp lát,- Giá vốn bán các sản phẩm gach ốp lát,1.207.298.904.837,569.605.795.719,1207298904837.0,569605795719.0
"- Giá vốn bán các sản phẩm gach, ngói đất sét nung","- Giá vốn bán các sản phẩm gach, ngói đất sét nung","- Giá vốn bán các sản phẩm gach, ngói đất sét nung",1.399.234.311.554,715.695.656.103,1399234311554.0,715695656103.0
"- Giá vốn bán các sản phẩm bao bi, mã phanh","- Giá vốn bán các sản phẩm bao bi, mã phanh","- Giá vốn bán các sản phẩm bao bi, mã phanh",30.959.275.015,14.184.836.609,30959275015.0,14184836609.0
- Giá vốn bán sản phẩm bê tông khí,- Giá vốn bán sản phẩm bê tông khí,- Giá vốn bán sản phẩm bê tông khí,32.751.001.495,9.772.929.046,32751001495.0,9772929046.0
- Giá vốn bán cát trắng thủy tinh,- Giá vốn bán cát trắng thủy tinh,- Giá vốn bán cát trắng thủy tinh,22.843.823.366,13.288.993.513,22843823366.0,13288993513.0
"- Giá vốn hoạt động khai thác, chế biến khoáng sản","- Giá vốn hoạt động khai thác, chế biến khoáng sản","- Giá vốn hoạt động khai thác, chế biến khoáng sản",22.624.419.395,5.387.580.272,22624419395.0,5387580272.0
- Giá vốn bán xăng dầu,- Giá vốn bán xăng dầu,- Giá vốn bán xăng dầu,-,25.218.938.447,,25218938447.0
- Giá vốn bán hàng khác,- Giá vốn bán hàng khác,- Giá vốn bán hàng khác,15.861.279.990,11.874.237.123,15861279990.0,11874237123.0
Giá vốn của dịch vụ đã cung cấp,Giá vốn của dịch vụ đã cung cấp,Giá vốn của dịch vụ đã cung cấp,357.370.168.124,109.805.867.000,357370168124.0,109805867000.0
"- Giá vốn dịch vụ cho thuê Bất động sản, hạ tầng","- Giá vốn dịch vụ cho thuê Bất động sản, hạ tầng","- Giá vốn dịch vụ cho thuê Bất động sản, hạ tầng",110.507.855.375,25.298.561.923,110507855375.0,25298561923.0
"- Giá vốn các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư","- Giá vốn các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư","- Giá vốn các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư",168.907.846.589,49.447.424.400,168907846589.0,49447424400.0
- Giá vốn dịch vụ tư vấn xây dựng và thí nghiệm vật liệu XD,- Giá vốn dịch vụ tư vấn xây dựng và thí nghiệm vật liệu XD,- Giá vốn dịch vụ tư vấn xây dựng và thí nghiệm vật liệu XD,7.985.271.920,1.660.379.181,7985271920.0,1660379181.0
- Giá vốn dịch vụ du lịch,- Giá vốn dịch vụ du lịch,- Giá vốn dịch vụ du lịch,22.340.077.457,10.163.325.166,22340077457.0,10163325166.0
"- Dịch vụ lắp đặt khung nhôm, vách kính, các loại cửa","- Dịch vụ lắp đặt khung nhôm, vách kính, các loại cửa","- Dịch vụ lắp đặt khung nhôm, vách kính, các loại cửa",12.904.039.479,12.525.129.103,12904039479.0,12525129103.0
- Giá vốn dịch vụ khác,- Giá vốn dịch vụ khác,- Giá vốn dịch vụ khác,34.725.077.304,10.711.047.227,34725077304.0,10711047227.0
Giá vốn của hợp đồng xây dựng,Giá vốn của hợp đồng xây dựng,Giá vốn của hợp đồng xây dựng,48.895.182.369,83.168.695.108,48895182369.0,83168695108.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,5.550.433.063,2.955.718.986,5550433063.0,2955718986.0
,,,6.103.024.455.485,3.461.303.744.033,6103024455485.0,3461303744033.0
