row_label_raw,row_label_full,col_0,31/12/2015 > Giá trị,31/12/2015 > Dự phòng,01/01/2015 > Giá trị,01/01/2015 > Dự phòng,numeric__31/12/2015 > Giá trị,numeric__31/12/2015 > Dự phòng,numeric__01/01/2015 > Giá trị,numeric__01/01/2015 > Dự phòng
,,,VND,VND,VND,VND,,,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
Phải thu về cổ phần hóa[1],a) Ngắn hạn > Phải thu về cổ phần hóa[1],Phải thu về cổ phần hóa[1],106.073.557.770,-,90.158.399.760,-,106073557770.0,,90158399760.0,
"Ký cược, ký quỹ","a) Ngắn hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",6.434.208.231,-,11.342.789.224,-,6434208231.0,,11342789224.0,
Phải thu CBCNV tiền tạm ứng,a) Ngắn hạn > Phải thu CBCNV tiền tạm ứng,Phải thu CBCNV tiền tạm ứng,64.934.891.942,-,55.299.952.772,-,64934891942.0,,55299952772.0,
Phải thu khác,a) Ngắn hạn > Phải thu khác,Phải thu khác,73.691.237.677,(13.877.802.357),81.151.573.419,(11.098.201.314),73691237677.0,-13877802357.0,81151573419.0,-11098201314.0
"- Phải thu về lãi tiền gửi, lãi cho vay","a) Ngắn hạn > - Phải thu về lãi tiền gửi, lãi cho vay","- Phải thu về lãi tiền gửi, lãi cho vay",1.390.051.494,-,1.151.588.732,-,1390051494.0,,1151588732.0,
- Phải thu Công ty Cổ phần xuất nhập khẩu Viglacera,a) Ngắn hạn > - Phải thu Công ty Cổ phần xuất nhập khẩu Viglacera,- Phải thu Công ty Cổ phần xuất nhập khẩu Viglacera,2.006.710.000,-,2.006.710.000,-,2006710000.0,,2006710000.0,
- Phải thu về tiền thuế Giá trị gia tăng và thuế Thu nhập cá nhân,a) Ngắn hạn > - Phải thu về tiền thuế Giá trị gia tăng và thuế Thu nhập cá nhân,- Phải thu về tiền thuế Giá trị gia tăng và thuế Thu nhập cá nhân,1.786.983.862,-,1.965.850.242,-,1786983862.0,,1965850242.0,
- Thuế TNDN tạm nộp hoạt động Bất động sản,a) Ngắn hạn > - Thuế TNDN tạm nộp hoạt động Bất động sản,- Thuế TNDN tạm nộp hoạt động Bất động sản,1.841.671.319,-,1.012.481.949,-,1841671319.0,,1012481949.0,
"- Phải thu về tiền nộp Bảo hiểm xã hội, Bảo hiểm y tế, Kinh phí công đoàn","a) Ngắn hạn > - Phải thu về tiền nộp Bảo hiểm xã hội, Bảo hiểm y tế, Kinh phí công đoàn","- Phải thu về tiền nộp Bảo hiểm xã hội, Bảo hiểm y tế, Kinh phí công đoàn",1.547.936.523,-,3.871.591.406,-,1547936523.0,,3871591406.0,
- Phải thu Công ty Cổ phần Hợp Thịnh Viglacera,a) Ngắn hạn > - Phải thu Công ty Cổ phần Hợp Thịnh Viglacera,- Phải thu Công ty Cổ phần Hợp Thịnh Viglacera,3.000.000.000,-,3.000.000.000,-,3000000000.0,,3000000000.0,
- Phải thu về tiền bán hàng và hàng gửi bán,a) Ngắn hạn > - Phải thu về tiền bán hàng và hàng gửi bán,- Phải thu về tiền bán hàng và hàng gửi bán,1.071.373.583,(1.071.373.583),847.024.356,-,1071373583.0,-1071373583.0,847024356.0,
