row_label_raw,row_label_full,col_0,Năm 2015,Từ 22/07/2014đến 31/12/2014,numeric__Năm 2015,numeric__Từ 22/07/2014đến 31/12/2014
,,,VND,VND,,
Công ty mẹ,Công ty mẹ,Công ty mẹ,64.978.958.930,41.676.408.881,64978958930.0,41676408881.0
Công ty Cổ phần Bao bì và má phanh Viglacera,Công ty Cổ phần Bao bì và má phanh Viglacera,Công ty Cổ phần Bao bì và má phanh Viglacera,25.248.349,-,25248349.0,
Công ty Cổ phần Viglacera Từ Liêm,Công ty Cổ phần Viglacera Từ Liêm,Công ty Cổ phần Viglacera Từ Liêm,-,1.752.520.146,,1752520146.0
Công ty Cổ phần Tư vấn Viglacera,Công ty Cổ phần Tư vấn Viglacera,Công ty Cổ phần Tư vấn Viglacera,232.833.915,172.142.777,232833915.0,172142777.0
Công ty Cổ phần Việt Trì Viglacera,Công ty Cổ phần Việt Trì Viglacera,Công ty Cổ phần Việt Trì Viglacera,3.656.023.543,811.711.773,3656023543.0,811711773.0
Công ty Cổ phần Viglacera Tiên Sơn,Công ty Cổ phần Viglacera Tiên Sơn,Công ty Cổ phần Viglacera Tiên Sơn,10.710.199.441,5.580.209.380,10710199441.0,5580209380.0
Công ty Cổ phần Thương mại Viglacera,Công ty Cổ phần Thương mại Viglacera,Công ty Cổ phần Thương mại Viglacera,3.769.896.283,1.066.978.802,3769896283.0,1066978802.0
Công ty Cổ phần Viglacera Văn Hải,Công ty Cổ phần Viglacera Văn Hải,Công ty Cổ phần Viglacera Văn Hải,1.022.453.134,339.241.153,1022453134.0,339241153.0
Công ty Cổ phần Khoáng sản Viglacera,Công ty Cổ phần Khoáng sản Viglacera,Công ty Cổ phần Khoáng sản Viglacera,311.130.891,-,311130891.0,
Công ty Cổ phần Sử Viglacera Thanh Trì,Công ty Cổ phần Sử Viglacera Thanh Trì,Công ty Cổ phần Sử Viglacera Thanh Trì,658.422.182,236.807.014,658422182.0,236807014.0
Công ty Cổ phần Viglacera Hạ Long,Công ty Cổ phần Viglacera Hạ Long,Công ty Cổ phần Viglacera Hạ Long,28.691.233.563,12.001.459.016,28691233563.0,12001459016.0
Công ty Cổ phần Viglacera Hà Nội,Công ty Cổ phần Viglacera Hà Nội,Công ty Cổ phần Viglacera Hà Nội,2.934.034.979,-,2934034979.0,
Công ty Cổ phần Vinafacade,Công ty Cổ phần Vinafacade,Công ty Cổ phần Vinafacade,79.717.204,143.159.366,79717204.0,143159366.0
Công ty Cổ phần Kinh doanh Gạch Óp lát Viglacera,Công ty Cổ phần Kinh doanh Gạch Óp lát Viglacera,Công ty Cổ phần Kinh doanh Gạch Óp lát Viglacera,766.888.073,243.048.023,766888073.0,243048023.0
Công ty TNHH MTV Lắp dựng Kính Viglacera,Công ty TNHH MTV Lắp dựng Kính Viglacera,Công ty TNHH MTV Lắp dựng Kính Viglacera,83.799.427,-,83799427.0,
,,,117.920.839.914,64.023.686.331,117920839914.0,64023686331.0
