row_label_raw,row_label_full,col_0,Năm 2015,Từ 22/07/2014đến 31/12/2014,numeric__Năm 2015,numeric__Từ 22/07/2014đến 31/12/2014
,,,VND,VND,,
"Thu từ thanh lý, nhượng bán TSCĐ","Thu từ thanh lý, nhượng bán TSCĐ","Thu từ thanh lý, nhượng bán TSCĐ",1.033.855.600,17.835.909.611,1033855600.0,17835909611.0
Thu nhập từ bán vật tư cho công trình,Thu nhập từ bán vật tư cho công trình,Thu nhập từ bán vật tư cho công trình,5.257.266.838,9.737.345.814,5257266838.0,9737345814.0
"Thu nhập từ bán đầu Diezel, đầu máy, đầu thủy lực","Thu nhập từ bán đầu Diezel, đầu máy, đầu thủy lực","Thu nhập từ bán đầu Diezel, đầu máy, đầu thủy lực",504.703.809,191.717.085,504703809.0,191717085.0
"Thu từ bán phế phẩm, thanh lý vật tư","Thu từ bán phế phẩm, thanh lý vật tư","Thu từ bán phế phẩm, thanh lý vật tư",2.759.169.926,1.412.869.051,2759169926.0,1412869051.0
Thu từ xử lý công nợ,Thu từ xử lý công nợ,Thu từ xử lý công nợ,999.418.826,224.436.996,999418826.0,224436996.0
Lãi vay được miễn giảm,Lãi vay được miễn giảm,Lãi vay được miễn giảm,29.815.103.280,1.142.600.271,29815103280.0,1142600271.0
Thu nhập từ tiền bồi thường do nhà nước thu hồi đất,Thu nhập từ tiền bồi thường do nhà nước thu hồi đất,Thu nhập từ tiền bồi thường do nhà nước thu hồi đất,1.400.888.870,-,1400888870.0,
Tiền thuê đất được miễn giảm,Tiền thuê đất được miễn giảm,Tiền thuê đất được miễn giảm,58.130.541,383.817.459,58130541.0,383817459.0
"Thu từ các dịch vụ cho thuê nhà, điện, nước","Thu từ các dịch vụ cho thuê nhà, điện, nước","Thu từ các dịch vụ cho thuê nhà, điện, nước",16.659.660.667,6.815.185.694,16659660667.0,6815185694.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,4.516.733.686,2.711.392.135,4516733686.0,2711392135.0
,,,63.004.932.043,40.455.274.116,63004932043.0,40455274116.0
