row_label_raw,row_label_full,31/12/2015 > Giá trị,31/12/2015 > Số có khả năng trả nợ,01/01/2015 > Giá trị,01/01/2015 > Số có khả năng trả nợ,numeric__31/12/2015 > Số có khả năng trả nợ,numeric__01/01/2015 > Giá trị,numeric__01/01/2015 > Số có khả năng trả nợ
VND,VND,VND,VND,VND,VND,,,
44.158.519.867,VND > 44.158.519.867,44.158.519.867,44.158.519.867,44.758.348.164,44.758.348.164,44158519867.0,44758348164.0,44758348164.0
19.127.608.408,VND > 19.127.608.408,19.127.608.408,19.127.608.408,31.827.483.129,31.827.483.129,19127608408.0,31827483129.0,31827483129.0
25.922.378.037,VND > 25.922.378.037,25.922.378.037,25.922.378.037,71.816.620.996,71.816.620.996,25922378037.0,71816620996.0,71816620996.0
13.932.573.806,VND > 13.932.573.806,13.932.573.806,13.932.573.806,12.644.617.646,12.644.617.646,13932573806.0,12644617646.0,12644617646.0
13.056.645.823,VND > 13.056.645.823,13.056.645.823,13.056.645.823,24.657.033.668,24.657.033.668,13056645823.0,24657033668.0,24657033668.0
10.276.950.127,VND > 10.276.950.127,10.276.950.127,10.276.950.127,13.150.646.332,13.150.646.332,10276950127.0,13150646332.0,13150646332.0
9.633.785.849,VND > 9.633.785.849,9.633.785.849,9.633.785.849,39.120.302.359,39.120.302.359,9633785849.0,39120302359.0,39120302359.0
518.445.410,VND > 518.445.410,518.445.410,518.445.410,13.285.967.620,13.285.967.620,518445410.0,13285967620.0,13285967620.0
877.344.786.824,VND > 877.344.786.824,877.344.786.824,877.344.786.824,976.803.641.611,976.803.641.611,877344786824.0,976803641611.0,976803641611.0
1.013.971.694.151,VND > 1.013.971.694.151,1.013.971.694.151,1.013.971.694.151,1.228.064.661.525,1.228.064.661.525,1013971694151.0,1228064661525.0,1228064661525.0
