row_label_raw,row_label_full,Mã số,Tên khoản mục,Số trước điều chỉnh,Mã số_1,Tên khoản mục_1,Số sau điều chỉnh,Thay đổi,numeric__Tên khoản mục,numeric__Số trước điều chỉnh,numeric__Mã số_1,numeric__Tên khoản mục_1,numeric__Số sau điều chỉnh,numeric__Thay đổi
BẢNG,BẢNG,BẢNG,CẦN ĐỐI KẾ TOÁN,,BẢNG,CẦN ĐỐI KẾ TOÁN,,,,,,,,
121,BẢNG > 121,121,Đầu tư ngắn hạn,2.241.649.094,,,,(2.241.649.094),,2241649094.0,,,,-2241649094.0
,,,,,123,Đầu tư nắm giữ đến ngày đáo hạn,141.649.094,141.649.094,,,123.0,,141649094.0,141649094.0
,,,,,135,Phải thu về cho vay ngắn hạn,2.100.000.000,2.100.000.000,,,135.0,,2100000000.0,2100000000.0
135,BẢNG > 135,135,Các khoản phải thu khác,280.005.309.949,136,Phải thu ngắn hạn khác,147.897.946.437,(132.107.363.512),,280005309949.0,136.0,,147897946437.0,-132107363512.0
,,,,,139,Tài sản thiếu chờ xử lý,610.885.455,610.885.455,,,139.0,,610885455.0,610885455.0
141,BẢNG > 141,141,Hàng tồn kho,3.688.391.752.061,141,Hàng tồn kho,3.688.391.752.061,-,,3688391752061.0,141.0,,3688391752061.0,
158,BẢNG > 158,158,Tài sản ngắn hạn khác,67.253.627.451,155,Tài sản ngắn hạn khác,-,(67.253.627.451),,67253627451.0,155.0,,,-67253627451.0
218,BẢNG > 218,218,Phải thu dài hạn khác,4.050.000.000,216,Phải thu dài hạn khác,208.644.117.760,204.594.117.760,,4050000000.0,216.0,,208644117760.0,204594117760.0
227,BẢNG > 227,227,Tài sản cố định vô hình,-,227,Tài sản cố định vô hình,103.843.478.166,(7.152.318.497),,,227.0,,103843478166.0,-7152318497.0
252,BẢNG > 252,252,"Đầu tư vào công ty liên kết, liên doanh",206.158.218.098,252,"Đầu tư vào công ty liên doanh, liên kết",205.658.218.098,(500.000.000),,206158218098.0,252.0,,205658218098.0,-500000000.0
258,BẢNG > 258,258,Đầu tư dài hạn khác,10.463.286.297,253,Đầu tư góp vốn vào đơn vị khác,10.780.986.297,317.700.000,,10463286297.0,253.0,,10780986297.0,317700000.0
,,,,,255,Đầu tư nắm giữ đến ngày đáo hạn,182.300.000,182.300.000,,,255.0,,182300000.0,182300000.0
261,BẢNG > 261,261,Chi phí trả trước dài hạn,381.640.159.764,261,Chi phí trả trước dài hạn,388.792.478.261,7.152.318.497,,381640159764.0,261.0,,388792478261.0,7152318497.0
268,BẢNG > 268,268,Tài sản dài hạn khác,5.844.012.252,268,Tài sản dài hạn khác,-,(5.844.012.252),,5844012252.0,268.0,,,-5844012252.0
316,BẢNG > 316,316,Chi phí phải trả,1.292.204.719.524,315,Chi phí phải trả ngắn hạn,1.236.442.134.398,(55.762.585.126),,1292204719524.0,315.0,,1236442134398.0,-55762585126.0
,,,,,318,Doanh thu chưa thực hiện ngắn hạn,45.354.254.345,45.354.254.345,,,318.0,,45354254345.0,45354254345.0
319,BẢNG > 319,319,"Các khoản phải trả, phải nộp khác",443.260.061.016,319,Phải trả ngắn hạn khác,397.228.775.542,(46.031.285.474),,443260061016.0,319.0,,397228775542.0,-46031285474.0
320,BẢNG > 320,320,Dự phòng phải trả ngắn hạn,260.611.745,321,Dự phòng phải trả ngắn hạn,56.853.154.952,56.592.543.207,,260611745.0,321.0,,56853154952.0,56592543207.0
,,,,,333,Chi phí phải trả dài hạn,6.575.531.057,6.575.531.057,,,333.0,,6575531057.0,6575531057.0
337,BẢNG > 337,337,Dự phòng phải trả dài hạn,,342,Dự phòng phải trả dài hạn,38.625.796.336,38.625.796.336,,,342.0,,38625796336.0,38625796336.0
338,BẢNG > 338,338,Doanh thu chưa thực hiện,2.615.667.724.585,336,Doanh thu chưa thực hiện dài hạn,2.570.313.470.240,(45.354.254.345),,2615667724585.0,336.0,,2570313470240.0,-45354254345.0
417,BẢNG > 417,417,Quỹ đầu tư phát triển,81.519.506.208,418,Quỹ đầu tư phát triển,97.219.521.936,15.700.015.728,,81519506208.0,418.0,,97219521936.0,15700015728.0
418,BẢNG > 418,418,Quỹ dự phòng tài chính,15.700.015.728,,,,(15.700.015.728),,15700015728.0,,,,-15700015728.0
