row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2015 > VND,01/01/2015 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2015 > VND,numeric__01/01/2015 > VND
300,300,300,C. NỘ PHẢI TRẢ,,8.361.166.967.558,9.377.083.026.733,,,8361166967558.0,9377083026733.0
310,310,310,I. Nợ ngắn hạn,,4.749.507.307.226,5.696.038.241.449,,,4749507307226.0,5696038241449.0
311,311,311,1. Phải trả người bán ngắn hạn,17,1.013.971.694.151,1.228.064.661.525,,17.0,1013971694151.0,1228064661525.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,346.879.961.188,127.206.250.435,,,346879961188.0,127206250435.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,414.780.944.602,882.547.462.539,,18.0,414780944602.0,882547462539.0
314,314,314,4. Phải trả người lao động,,150.319.508.228,115.728.456.803,,,150319508228.0,115728456803.0
315,315,315,5. Chi phí phải trả ngắn hạn,19,685.445.692.646,1.236.442.134.398,,19.0,685445692646.0,1236442134398.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,20,30.880.828.940,45.354.254.345,,20.0,30880828940.0,45354254345.0
319,319,319,7. Phải trả ngắn hạn khác,21,429.290.647.716,393.195.106.775,,21.0,429290647716.0,393195106775.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,23,1.429.033.458.824,1.514.928.290.350,,23.0,1429033458824.0,1514928290350.0
321,321,321,9. Dự phòng phải trả ngắn hạn,22,225.639.221.185,150.941.592.457,,22.0,225639221185.0,150941592457.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",,23.265.349.746,1.630.031.822,,,23265349746.0,1630031822.0
330,330,330,II. Nợ dài hạn,,3.611.659.660.332,3.681.044.785.284,,,3611659660332.0,3681044785284.0
333,333,333,1. Chi phí phải trả dài hạn,19,11.529.606.017,6.575.531.057,,19.0,11529606017.0,6575531057.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,20,2.629.554.814.840,2.570.313.470.240,,20.0,2629554814840.0,2570313470240.0
337,337,337,3. Phải trả dài hạn khác,21,40.260.058.179,31.765.109.758,,21.0,40260058179.0,31765109758.0
338,338,338,4. Vay và nợ thuê tài chính dài hạn,23,811.323.863.751,993.283.586.884,,23.0,811323863751.0,993283586884.0
342,342,342,5. Dự phòng phải trả dài hạn,22,92.506.402.895,38.625.796.336,,22.0,92506402895.0,38625796336.0
343,343,343,6. Quỹ phát triển khoa học và công nghệ,,26.484.914.650,40.481.291.009,,,26484914650.0,40481291009.0
