row_label_raw,row_label_full,col_0,Năm 2015,Từ 22/07/2014đến 31/12/2014,numeric__Năm 2015,numeric__Từ 22/07/2014đến 31/12/2014
,,,VND,VND,,
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,7.262.481.374.680,4.126.147.141.857,7262481374680.0,4126147141857.0
- Doanh thu bán hàng hóa bắt động sản,- Doanh thu bán hàng hóa bắt động sản,- Doanh thu bán hàng hóa bắt động sản,1.560.687.558.762,1.240.837.095.558,1560687558762.0,1240837095558.0
"- Doanh thu bán các sản phẩm kính, guống","- Doanh thu bán các sản phẩm kính, guống","- Doanh thu bán các sản phẩm kính, guống",1.201.944.189.998,574.119.912.672,1201944189998.0,574119912672.0
"- Doanh thu bán các sản phẩm sứ, sen vòi và phụ kiện","- Doanh thu bán các sản phẩm sứ, sen vòi và phụ kiện","- Doanh thu bán các sản phẩm sứ, sen vòi và phụ kiện",918.898.614.275,559.853.872.531,918898614275.0,559853872531.0
- Doanh thu bán các sản phẩm gạch ốp lát,- Doanh thu bán các sản phẩm gạch ốp lát,- Doanh thu bán các sản phẩm gạch ốp lát,1.629.659.579.262,750.376.954.121,1629659579262.0,750376954121.0
"- Doanh thu bán các sản phẩm gạch, ngói đất sét nung","- Doanh thu bán các sản phẩm gạch, ngói đất sét nung","- Doanh thu bán các sản phẩm gạch, ngói đất sét nung",1.776.221.361.846,904.730.613.107,1776221361846.0,904730613107.0
"- Doanh thu bán các sản phẩm bao bì, má phanh","- Doanh thu bán các sản phẩm bao bì, má phanh","- Doanh thu bán các sản phẩm bao bì, má phanh",36.309.338.655,17.204.230.821,36309338655.0,17204230821.0
- Doanh thu bán sản phẩm bê tông khí,- Doanh thu bán sản phẩm bê tông khí,- Doanh thu bán sản phẩm bê tông khí,44.781.910.518,15.682.572.309,44781910518.0,15682572309.0
- Doanh thu bán cát trắng thiyy tinh,- Doanh thu bán cát trắng thiyy tinh,- Doanh thu bán cát trắng thiyy tinh,37.587.146.847,19.218.131.100,37587146847.0,19218131100.0
"- Doanh thu từ khai thác, chế biến và kinh doanh khoáng sản","- Doanh thu từ khai thác, chế biến và kinh doanh khoáng sản","- Doanh thu từ khai thác, chế biến và kinh doanh khoáng sản",30.744.732.084,4.917.188.222,30744732084.0,4917188222.0
- Doanh thu bán xăng dầu,- Doanh thu bán xăng dầu,- Doanh thu bán xăng dầu,-,24.357.875.722,,24357875722.0
- Doanh thu bán hàng khác,- Doanh thu bán hàng khác,- Doanh thu bán hàng khác,25.646.942.433,14.848.695.694,25646942433.0,14848695694.0
Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,500.812.485.991,174.773.942.328,500812485991.0,174773942328.0
"- Dịch vụ cho thuê bắt động sản, hạ tầng khu công nghiệp","- Dịch vụ cho thuê bắt động sản, hạ tầng khu công nghiệp","- Dịch vụ cho thuê bắt động sản, hạ tầng khu công nghiệp",185.800.197.691,47.533.859.598,185800197691.0,47533859598.0
"- Doanh thu từ các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư","- Doanh thu từ các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư","- Doanh thu từ các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư",230.836.446.574,84.032.364.380,230836446574.0,84032364380.0
- Dịch vụ tư vấn xây dựng và thí nghiệp vật liệu xây dựng,- Dịch vụ tư vấn xây dựng và thí nghiệp vật liệu xây dựng,- Dịch vụ tư vấn xây dựng và thí nghiệp vật liệu xây dựng,9.847.455.503,3.062.219.859,9847455503.0,3062219859.0
- Dịch vụ du lịch,- Dịch vụ du lịch,- Dịch vụ du lịch,21.458.505.069,10.677.708.177,21458505069.0,10677708177.0
"- Dịch vụ lắp đặt khung nhóm, vách kính, các loại cửa","- Dịch vụ lắp đặt khung nhóm, vách kính, các loại cửa","- Dịch vụ lắp đặt khung nhóm, vách kính, các loại cửa",15.453.933.953,15.736.801.541,15453933953.0,15736801541.0
- Doanh thu về phí duy trì và phát triển thương hiệu,- Doanh thu về phí duy trì và phát triển thương hiệu,- Doanh thu về phí duy trì và phát triển thương hiệu,1.419.167.965,1.711.493.423,1419167965.0,1711493423.0
- Dịch vụ khác,- Dịch vụ khác,- Dịch vụ khác,35.996.779.236,12.019.495.350,35996779236.0,12019495350.0
Doanh thu hợp đồng xây dựng,Doanh thu hợp đồng xây dựng,Doanh thu hợp đồng xây dựng,56.610.739.603,90.968.389.727,56610739603.0,90968389727.0
,,,7.819.904.600.274,4.391.889.473.912,7819904600274.0,4391889473912.0
