row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2015,Từ 22/07/2014đến 31/12/2014,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2015,numeric__Từ 22/07/2014đến 31/12/2014
,,,,,VND,VND,,,,
I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận trước thuế,,524.274.877.305,323.384.730.147,,,524274877305.0,323384730147.0
01,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Điều chỉnh cho các khoản,,658.020.025.462,298.683.154.337,,,658020025462.0,298683154337.0
02,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,- Khấu hao tài sản cố định và Bất động sản đầu tư,,417.691.571.834,191.871.049.904,,,417691571834.0,191871049904.0
03,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,- Các khoản dự phòng,,148.658.522.983,43.514.256.024,,,148658522983.0,43514256024.0
04,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,(1.315.378.015),38.349.142,,,-1315378015.0,38349142.0
05,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,"- Lãi, lỗ từ hoạt động đầu tư",,(56.118.142.622),(25.784.012.687),,,-56118142622.0,-25784012687.0
06,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,- Chi phí lãi vay,,161.134.244.197,89.043.511.954,,,161134244197.0,89043511954.0
07,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 07,07,- Các khoản điều chỉnh khác,,(12.030.792.915),-,,,-12030792915.0,
08,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,1.182.294.902.767,622.067.884.484,,,1182294902767.0,622067884484.0
09,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,"- Tăng, giảm các khoản phải thu",,(69.821.560.371),70.251.261.137,,,-69821560371.0,70251261137.0
10,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,"- Tăng, giảm hàng tồn kho",,889.908.763.754,243.133.463.999,,,889908763754.0,243133463999.0
11,I. LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,(845.490.041.879),(325.664.312.169),,,-845490041879.0,-325664312169.0
