row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2015 > VND,01/01/2015 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2015 > VND,numeric__01/01/2015 > VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,4.933.297.140.399,6.091.715.453.126,,,4933297140399.0,6091715453126.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,708.453.871.600,1.026.375.030.780,,3.0,708453871600.0,1026375030780.0
111,111,111,1. Tiền,,448.186.296.619,409.025.836.792,,,448186296619.0,409025836792.0
112,112,112,2. Các khoản tương đương tiền,,260.267.574.981,617.349.193.988,,,260267574981.0,617349193988.0
120,120,120,II. Các khoản đầu tư tài chính ngắn hạn,4,10.195.675.465,141.649.094,,4.0,10195675465.0,141649094.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,10.195.675.465,141.649.094,,,10195675465.0,141649094.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.324.213.724.130,1.262.723.017.551,,,1324213724130.0,1262723017551.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,1.024.173.604.180,951.739.376.545,,5.0,1024173604180.0,951739376545.0
132,132,132,2. Trà trước cho người bán ngắn hạn,,162.186.019.575,166.378.759.737,,,162186019575.0,166378759737.0
135,135,135,3. Phải thu về cho vay ngắn hạn,6,2.100.000.000,2.100.000.000,,6.0,2100000000.0,2100000000.0
136,136,136,4. Phải thu ngắn hạn khác,7,251.133.895.620,237.952.715.175,,7.0,251133895620.0,237952715175.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(116.066.842.268),(96.058.719.361),,,-116066842268.0,-96058719361.0
139,139,139,6. Tài sản thiếu chờ xử lý,,687.047.023,610.885.455,,,687047023.0,610885455.0
140,140,140,IV. Hàng tồn kho,9,2.761.304.184.018,3.672.084.397.324,,9.0,2761304184018.0,3672084397324.0
141,141,141,1. Hàng tồn kho,,2.792.765.486.120,3.695.327.586.024,,,2792765486120.0,3695327586024.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(31.461.302.102),(23.243.188.700),,,-31461302102.0,-23243188700.0
150,150,150,V. Tài sản ngắn hạn khác,,129.129.685.186,130.391.358.377,,,129129685186.0,130391358377.0
151,151,151,1. Chi phí trả trước ngắn hạn,10,8.702.635.310,9.642.267.748,,10.0,8702635310.0,9642267748.0
152,152,152,2. Thuế GTGT được khấu trừ,,85.104.842.547,109.812.875.224,,,85104842547.0,109812875224.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,18,35.322.207.329,10.936.215.405,,18.0,35322207329.0,10936215405.0
