row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2015 > VND,01/01/2015 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2015 > VND,numeric__01/01/2015 > VND
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.302.133.509.793,2.939.599.160.382,,,3302133509793.0,2939599160382.0
410,410,410,I. Vốn chủ sở hữu,24,3.286.901.372.593,2.930.813.055.382,,24.0,3286901372593.0,2930813055382.0
411,411,411,1. Vốn góp của chủ sở hữu,,2.645.000.000.000,2.645.000.000.000,,,2645000000000.0,2645000000000.0
411a,411a,411a,Cổ phiếu phổ thông có quyền biểu quyết,,2.645.000.000.000,2.645.000.000.000,,,2645000000000.0,2645000000000.0
412,412,412,2. Thặng dư vốn cổ phần,,(4.408.147.765),3.839.113.235,,,-4408147765.0,3839113235.0
414,414,414,3. Vốn khác của chủ sở hữu,,23.249.978.656,7.362.984.856,,,23249978656.0,7362984856.0
415,415,415,4. Cổ phiếu quỹ,,(149.876.239),(148.162.639),,,-149876239.0,-148162639.0
416,416,416,5. Chênh lệch đánh giá lại tài sản,,(193.544.307.015),(193.544.307.015),,,-193544307015.0,-193544307015.0
418,418,418,6. Quỹ đầu tư phát triển,,102.045.497.588,97.219.521.936,,,102045497588.0,97219521936.0
420,420,420,7. Quỹ khác thuộc vốn chủ sở hữu,,6.874.279.135,6.874.279.135,,,6874279135.0,6874279135.0
421,421,421,8. Lợi nhuận sau thuế chưa phân phối,,303.663.794.685,75.061.752.116,,,303663794685.0,75061752116.0
421a,421a,421a,LNST chưa phân phối lũy kế đến cuối năm trước,,6.936.752.116,-,,,6936752116.0,
421b,421b,421b,LNST chưa phân phối năm nay,,296.727.042.569,75.061.752.116,,,296727042569.0,75061752116.0
422,422,422,9. Nguồn vốn đầu tư xây dựng cơ bản,,67.000.000.000,-,,,67000000000.0,
429,429,429,10. Lợi ích cổ đông không kiểm soát,,337.170.153.548,289.147.873.758,,,337170153548.0,289147873758.0
430,430,430,II. Nguồn kinh phí và quỹ khác,,15.232.137.200,8.786.105.000,,,15232137200.0,8786105000.0
431,431,431,1. Nguồn kinh phí,25,15.232.137.200,8.786.105.000,,25.0,15232137200.0,8786105000.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,11.663.300.477.351,12.316.682.187.115,,,11663300477351.0,12316682187115.0
