row_label_raw,row_label_full,col_0,Năm 2015,Từ 22/07/2014đến 31/12/2014,numeric__Năm 2015,numeric__Từ 22/07/2014đến 31/12/2014
,,,VND,VND,,
Giá trị còn lại của Tài sản cố định thanh lý,Giá trị còn lại của Tài sản cố định thanh lý,Giá trị còn lại của Tài sản cố định thanh lý,964.476.413,12.938.751.185,964476413.0,12938751185.0
"Chi phí bán phế phẩm, thanh lý vật tư, công cụ không sử dụng","Chi phí bán phế phẩm, thanh lý vật tư, công cụ không sử dụng","Chi phí bán phế phẩm, thanh lý vật tư, công cụ không sử dụng",5.456.555.299,10.231.883.375,5456555299.0,10231883375.0
Giá vốn của vật tư bán cho công trình,Giá vốn của vật tư bán cho công trình,Giá vốn của vật tư bán cho công trình,2.471.639.838,9.576.424.010,2471639838.0,9576424010.0
Khấu hao tài sản cố định không sử dụng,Khấu hao tài sản cố định không sử dụng,Khấu hao tài sản cố định không sử dụng,1.460.528.436,1.677.995.339,1460528436.0,1677995339.0
Thuế truy thu và các khoản phải nộp ngân sách khác,Thuế truy thu và các khoản phải nộp ngân sách khác,Thuế truy thu và các khoản phải nộp ngân sách khác,40.305.414.173,3.214.612.655,40305414173.0,3214612655.0
Trích trước dự phòng phải trả ngân sách nhà nước,Trích trước dự phòng phải trả ngân sách nhà nước,Trích trước dự phòng phải trả ngân sách nhà nước,59.095.577.685,-,59095577685.0,
Chi phí lãi chậm nộp Bảo hiểm,Chi phí lãi chậm nộp Bảo hiểm,Chi phí lãi chậm nộp Bảo hiểm,2.782.990.223,2.175.609.444,2782990223.0,2175609444.0
Chi phí khấu hao tài sản cố định và chi khác trong giai đoạn ngừng sản xuất đề sửa chữa,Chi phí khấu hao tài sản cố định và chi khác trong giai đoạn ngừng sản xuất đề sửa chữa,Chi phí khấu hao tài sản cố định và chi khác trong giai đoạn ngừng sản xuất đề sửa chữa,7.180.008.025,1.422.743.593,7180008025.0,1422743593.0
Xử lý công nợ và quyết toán số liệu các chi nhánh ngừng hoạt động,Xử lý công nợ và quyết toán số liệu các chi nhánh ngừng hoạt động,Xử lý công nợ và quyết toán số liệu các chi nhánh ngừng hoạt động,2.482.226.928,-,2482226928.0,
"Chi phí các dịch vụ cho thuê nhà, điện, nước","Chi phí các dịch vụ cho thuê nhà, điện, nước","Chi phí các dịch vụ cho thuê nhà, điện, nước",13.848.237.218,3.693.664.725,13848237218.0,3693664725.0
Chi phí khác,Chi phí khác,Chi phí khác,4.743.290.749,3.806.544.763,4743290749.0,3806544763.0
,,,140.790.944.987,48.738.229.089,140790944987.0,48738229089.0
