row_label_raw,row_label_full,col_0,31/12/2015 > Giá gốc,31/12/2015 > Giá trị có thể thu hồi,01/01/2015 > Giá gốc,01/01/2015 > Giá trị có thể thu hồi,numeric__31/12/2015 > Giá gốc,numeric__31/12/2015 > Giá trị có thể thu hồi,numeric__01/01/2015 > Giá gốc,numeric__01/01/2015 > Giá trị có thể thu hồi
,,,VND,VND,VND,VND,,,,
Công ty Cổ phần Long Định,Công ty Cổ phần Long Định,Công ty Cổ phần Long Định,2.056.694.445,-,2.442.688.750,-,2056694445.0,,2442688750.0,
Công ty Đầu tư Sản xuất Thương mại Xuất nhập khẩu Quảng Tây,Công ty Đầu tư Sản xuất Thương mại Xuất nhập khẩu Quảng Tây,Công ty Đầu tư Sản xuất Thương mại Xuất nhập khẩu Quảng Tây,1.579.191.158,-,1.579.191.158,-,1579191158.0,,1579191158.0,
Công ty TNHH Thương mại và Dịch vụ Nguyễn Dũng,Công ty TNHH Thương mại và Dịch vụ Nguyễn Dũng,Công ty TNHH Thương mại và Dịch vụ Nguyễn Dũng,1.133.430.600,-,1.133.430.600,-,1133430600.0,,1133430600.0,
Công ty TNHH Thanh Hải,Công ty TNHH Thanh Hải,Công ty TNHH Thanh Hải,3.185.308.482,2.422.000.000,3.185.308.482,1.742.256.059,3185308482.0,2422000000.0,3185308482.0,1742256059.0
Công ty Cổ phần Sản xuất và Thương mại Hoàng Phát,Công ty Cổ phần Sản xuất và Thương mại Hoàng Phát,Công ty Cổ phần Sản xuất và Thương mại Hoàng Phát,3.060.619.933,918.185.980,3.019.908.211,3.019.908.211,3060619933.0,918185980.0,3019908211.0,3019908211.0
Công ty TNHH Phương Trường Phát,Công ty TNHH Phương Trường Phát,Công ty TNHH Phương Trường Phát,1.256.869.855,628.434.928,1.256.869.855,1.256.869.855,1256869855.0,628434928.0,1256869855.0,1256869855.0
Công ty Cổ phần Xây dựng số 7 - Vinaconex,Công ty Cổ phần Xây dựng số 7 - Vinaconex,Công ty Cổ phần Xây dựng số 7 - Vinaconex,2.345.023.810,-,2.345.023.810,-,2345023810.0,,2345023810.0,
Công ty Cổ phần Hương Sơn,Công ty Cổ phần Hương Sơn,Công ty Cổ phần Hương Sơn,1.692.962.791,1.692.962.791,1.692.962.791,1.692.962.791,1692962791.0,1692962791.0,1692962791.0,1692962791.0
Công ty Cổ phần Xi măng Chiềng Sinh,Công ty Cổ phần Xi măng Chiềng Sinh,Công ty Cổ phần Xi măng Chiềng Sinh,2.029.040.523,2.029.040.523,2.029.040.523,2.029.040.523,2029040523.0,2029040523.0,2029040523.0,2029040523.0
Công ty Úng dụng Khoa học Kỹ thuật và Chuyển giao Công nghệ mới,Công ty Úng dụng Khoa học Kỹ thuật và Chuyển giao Công nghệ mới,Công ty Úng dụng Khoa học Kỹ thuật và Chuyển giao Công nghệ mới,1.616.000.000,1.616.000.000,1.616.000.000,1.616.000.000,1616000000.0,1616000000.0,1616000000.0,1616000000.0
Công ty Cổ phần Thương mại và Đầu tư Đức Hùng,Công ty Cổ phần Thương mại và Đầu tư Đức Hùng,Công ty Cổ phần Thương mại và Đầu tư Đức Hùng,1.639.748.134,233.670.000,1.889.748.134,483.670.000,1639748134.0,233670000.0,1889748134.0,483670000.0
Công ty TNHH TLG Thăng Long,Công ty TNHH TLG Thăng Long,Công ty TNHH TLG Thăng Long,5.162.957.106,4.287.569.770,5.187.957.106,4.287.569.770,5162957106.0,4287569770.0,5187957106.0,4287569770.0
Công ty Cổ phần Vietbuild,Công ty Cổ phần Vietbuild,Công ty Cổ phần Vietbuild,1.486.261.400,1.486.261.400,1.486.261.400,1.486.261.400,1486261400.0,1486261400.0,1486261400.0,1486261400.0
Công ty Cổ phần Cơ điện lạnh và Môi trường Bắc Nam,Công ty Cổ phần Cơ điện lạnh và Môi trường Bắc Nam,Công ty Cổ phần Cơ điện lạnh và Môi trường Bắc Nam,1.176.273.000,1.176.273.000,1.176.273.000,1.176.273.000,1176273000.0,1176273000.0,1176273000.0,1176273000.0
Công ty Cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn,Công ty Cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn,Công ty Cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn,1.466.381.999,733.191.000,1.466.381.999,733.191.000,1466381999.0,733191000.0,1466381999.0,733191000.0
Các đối tượng nợ phải thu khác,Các đối tượng nợ phải thu khác,Các đối tượng nợ phải thu khác,171.579.473.344,69.175.804.920,192.701.347.479,108.625.671.328,171579473344.0,69175804920.0,192701347479.0,108625671328.0
,,,202.466.236.580,86.399.394.312,224.208.393.298,128.149.673.937,202466236580.0,86399394312.0,224208393298.0,128149673937.0
