row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2015,Từ 22/07/2014đến 31/12/2014,numeric__Mối quan hệ,numeric__Năm 2015,numeric__Từ 22/07/2014đến 31/12/2014
,,,Mối quan hệ,VND,VND,,,
"Bán hàng, cung cấp dịch vụ","Bán hàng, cung cấp dịch vụ","Bán hàng, cung cấp dịch vụ","Bán hàng, cung cấp dịch vụ","Bán hàng, cung cấp dịch vụ","Bán hàng, cung cấp dịch vụ",,,
Công ty TNHH Kính nổi Việt Nam (VFG),"Bán hàng, cung cấp dịch vụ > Công ty TNHH Kính nổi Việt Nam (VFG)",Công ty TNHH Kính nổi Việt Nam (VFG),Công ty liên kết,43.654.743.232,21.402.943.500,,43654743232.0,21402943500.0
Công ty Cổ phần Viglacera Từ Sơn,"Bán hàng, cung cấp dịch vụ > Công ty Cổ phần Viglacera Từ Sơn",Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,414.392.279,95.506.000,,414392279.0,95506000.0
Công ty Cổ phần Viglacera Hạ Long I,"Bán hàng, cung cấp dịch vụ > Công ty Cổ phần Viglacera Hạ Long I",Công ty Cổ phần Viglacera Hạ Long I,Công ty liên kết,189.255.000,147.562.693,,189255000.0,147562693.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,"Bán hàng, cung cấp dịch vụ > Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera",Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,18.768.564.531,26.687.810.002,,18768564531.0,26687810002.0
Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,"Bán hàng, cung cấp dịch vụ > Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường",Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty liên kết,127.613.000,23.167.901,,127613000.0,23167901.0
"Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",,,
Công ty Cổ phần Viglacera Hạ Long I,"Mua hàng hóa, dịch vụ > Công ty Cổ phần Viglacera Hạ Long I",Công ty Cổ phần Viglacera Hạ Long I,Công ty liên kết,-,92.833.250,,,92833250.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,"Mua hàng hóa, dịch vụ > Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera",Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,2.921.908.294,293.209.540,,2921908294.0,293209540.0
Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,"Mua hàng hóa, dịch vụ > Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường",Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty liên kết,452.037.309,-,,452037309.0,
Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,,,
Công ty TNHH Kính nổi Việt Nam (VFG),Cổ tức được chia > Công ty TNHH Kính nổi Việt Nam (VFG),Công ty TNHH Kính nổi Việt Nam (VFG),Công ty liên kết,3.688.942.429,-,,3688942429.0,
