row_label_raw,row_label_full,Các khoản đầu tư nắm giữ đến ngày đáo hạn > - Tiến gửi và chứng chỉ tiền gửi có kỳ hạn còn lại trên 1 năm (1) > - Trái phiếu nắm giữ đến ngày đáo hạn,Số cuối năm VND > 301.622.077.596 > -,Số đầu năm VND > 130.424.472.600 > 80.407.742.840 > 50.016.729.760,numeric__Số cuối năm VND > 301.622.077.596 > -,numeric__Số đầu năm VND > 130.424.472.600 > 80.407.742.840 > 50.016.729.760
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,304.400.000.000,342.000.000.000,304400000000.0,342000000000.0
- Công ty TNHH Quản lý Quỹ SSI,- Công ty TNHH Quản lý Quỹ SSI,- Công ty TNHH Quản lý Quỹ SSI,30.000.000.000,30.000.000.000,30000000000.0,30000000000.0
- Quỹ Đầu tư Thành viên SSI,- Quỹ Đầu tư Thành viên SSI,- Quỹ Đầu tư Thành viên SSI,274.400.000.000,312.000.000.000,274400000000.0,312000000000.0
"Đầu tư vào công ty liên doanh, liên kết (2)","Đầu tư vào công ty liên doanh, liên kết (2)","Đầu tư vào công ty liên doanh, liên kết (2)",607.604.737.476,578.881.282.935,607604737476.0,578881282935.0
- Công ty Cổ phần Tập đoàn PAN (PAN),- Công ty Cổ phần Tập đoàn PAN (PAN),- Công ty Cổ phần Tập đoàn PAN (PAN),607.604.737.476,419.854.799.521,607604737476.0,419854799521.0
- Công ty Cổ phần Cảng Đồng Nai (PDN),- Công ty Cổ phần Cảng Đồng Nai (PDN),- Công ty Cổ phần Cảng Đồng Nai (PDN),-,53.642.326.088,,53642326088.0
- Công ty Cổ phần Khử Trùng Việt Nam (VFG),- Công ty Cổ phần Khử Trùng Việt Nam (VFG),- Công ty Cổ phần Khử Trùng Việt Nam (VFG),-,105.384.157.326,,105384157326.0
Tổng cộng,Tổng cộng,Tổng cộng,1.213.626.815.072,1.051.305.755.535,1213626815072.0,1051305755535.0
