row_label_raw,row_label_full,STT,Danh mục các loại tài sản tài chính,Giá trị mua theo số kế toán VND,Giá trị ghi số VND,Số dư chênh lệch đánh giá lại cuối năm VND,Số dư chênh lệch đánh giá lại đầu năm VND,Chênh lệch thuần điều chỉnh số kế toán trong năm VND,Chênh lệch tăng VND,Chênh lệch giảm VND,numeric__Danh mục các loại tài sản tài chính,numeric__Giá trị mua theo số kế toán VND,numeric__Giá trị ghi số VND,numeric__Số dư chênh lệch đánh giá lại cuối năm VND,numeric__Số dư chênh lệch đánh giá lại đầu năm VND,numeric__Chênh lệch thuần điều chỉnh số kế toán trong năm VND,numeric__Chênh lệch tăng VND,numeric__Chênh lệch giảm VND
1,1,1,Loại FVTPL,2.271.754.559.266,2.020.676.741.658,(251.077.817.608),6.848.238.603,(257.926.056.211),248.241.114.908,(506.167.171.119),,2271754559266.0,2020676741658.0,-251077817608.0,6848238603.0,-257926056211.0,248241114908.0,-506167171119.0
1,1,1,Cổ phiếu và CCQ niêm yết,1.590.440.590.076,1.352.103.397.110,(238.337.192.966),9.205.739.423,(247.542.932.389),233.074.411.682,(480.617.344.071),,1590440590076.0,1352103397110.0,-238337192966.0,9205739423.0,-247542932389.0,233074411682.0,-480617344071.0
1,1,1,ELC,191.566.282.405,68.138.211.840,(123.428.070.565),(75.470.219.305),(47.957.851.260),2.990.228.050,(50.948.079.310),,191566282405.0,68138211840.0,-123428070565.0,-75470219305.0,-47957851260.0,2990228050.0,-50948079310.0
1,1,1,GEX,276.761.361.866,217.207.440.750,(59.553.921.116),1.656.215,(59.555.577.331),26.609.246.969,(86.164.824.300),,276761361866.0,217207440750.0,-59553921116.0,1656215.0,-59555577331.0,26609246969.0,-86164824300.0
1,1,1,DBC,253.132.982.078,227.429.176.000,(25.703.806.078),2.936.707.312,(28.640.513.390),63.351.974.510,(91.992.487.900),,253132982078.0,227429176000.0,-25703806078.0,2936707312.0,-28640513390.0,63351974510.0,-91992487900.0
1,1,1,FPT,190.787.384.353,169.652.186.800,(21.135.197.553),(681.726.967),(20.453.470.586),25.109.984.670,(45.563.455.256),,190787384353.0,169652186800.0,-21135197553.0,-681726967.0,-20453470586.0,25109984670.0,-45563455256.0
1,1,1,HPG,114.029.894.675,99.902.390.800,(14.127.503.875),9.117.394.440,(23.244.898.315),19.824.816.429,(43.069.714.744),,114029894675.0,99902390800.0,-14127503875.0,9117394440.0,-23244898315.0,19824816429.0,-43069714744.0
1,1,1,MBB,77.175.940.115,73.441.566.200,(3.734.373.915),27.091.472,(3.761.465.387),34.367.455,(3.795.832.842),,77175940115.0,73441566200.0,-3734373915.0,27091472.0,-3761465387.0,34367455.0,-3795832842.0
1,1,1,TMS,164.063.081.859,174.607.400.100,10.544.318.241,-,10.544.318.241,10.544.318.241,-,,164063081859.0,174607400100.0,10544318241.0,,10544318241.0,10544318241.0,
1,1,1,CTD,56.794.789.740,64.960.320.000,8.165.530.260,-,8.165.530.260,14.352.332.440,(6.186.802.180),,56794789740.0,64960320000.0,8165530260.0,,8165530260.0,14352332440.0,-6186802180.0
1,1,1,Cổ phiếu niêm yết khác,266.128.872.985,256.764.704.620,(9.364.168.365),73.274.836.256,(82.639.004.621),70.257.142.918,(152.896.147.539),,266128872985.0,256764704620.0,-9364168365.0,73274836256.0,-82639004621.0,70257142918.0,-152896147539.0
2,2,2,Cổ phiếu và CCQ chưa niêm yết,120.582.017.570,112.889.392.928,(7.692.624.642),(2.357.500.820),(5.335.123.822),15.166.703.226,(20.501.827.048),,120582017570.0,112889392928.0,-7692624642.0,-2357500820.0,-5335123822.0,15166703226.0,-20501827048.0
2,2,2,CTCP xây dựng công nghiệp Descon,17.456.571.492,-,(17.456.571.492),(9.274.442.492),(8.182.129.000),407.507.500,(8.589.636.500),,17456571492.0,,-17456571492.0,-9274442492.0,-8182129000.0,407507500.0,-8589636500.0
2,2,2,Cổ phiếu chưa niêm yết khác,103.125.446.078,112.889.392.928,9.763.946.850,6.916.941.672,2.847.005.178,14.759.195.726,(11.912.190.548),,103125446078.0,112889392928.0,9763946850.0,6916941672.0,2847005178.0,14759195726.0,-11912190548.0
3,3,3,Trải phiếu chưa niêm yết,560.731.951.620,555.683.951.620,(5.048.000.000),-,(5.048.000.000),-,(5.048.000.000),,560731951620.0,555683951620.0,-5048000000.0,,-5048000000.0,,-5048000000.0
