row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,,
Số dư đầu năm,Tài sản thuế thu nhập hoãn lại > Số dư đầu năm,Số dư đầu năm,70.889.118.938,82.440.906.772,70889118938.0,82440906772.0
Thuế TNDN hoãn lại phát sinh do giảm chi phí dự phòng chứng khoán chưa niêm yết không được khấu trừ thuế trong năm,Tài sản thuế thu nhập hoãn lại > Thuế TNDN hoãn lại phát sinh do giảm chi phí dự phòng chứng khoán chưa niêm yết không được khấu trừ thuế trong năm,Thuế TNDN hoãn lại phát sinh do giảm chi phí dự phòng chứng khoán chưa niêm yết không được khấu trừ thuế trong năm,(2.960.400.000),(3.597.907.480),-2960400000.0,-3597907480.0
Thuế TNDN hoãn lại do trích lập/(hoàn nhập) dự phòng suy giảm giá trị tài sản đảm bảo của khoản đầu tư nhận hoàn vốn theo tiến độ,Tài sản thuế thu nhập hoãn lại > Thuế TNDN hoãn lại do trích lập/(hoàn nhập) dự phòng suy giảm giá trị tài sản đảm bảo của khoản đầu tư nhận hoàn vốn theo tiến độ,Thuế TNDN hoãn lại do trích lập/(hoàn nhập) dự phòng suy giảm giá trị tài sản đảm bảo của khoản đầu tư nhận hoàn vốn theo tiến độ,(30.641.602.242),(9.089.814.347),-30641602242.0,-9089814347.0
Thuế TNDN hoãn lại do trích lập dự phòng phải thu tiền bán chứng khoán quá hạn chưa được khấu trừ,Tài sản thuế thu nhập hoãn lại > Thuế TNDN hoãn lại do trích lập dự phòng phải thu tiền bán chứng khoán quá hạn chưa được khấu trừ,Thuế TNDN hoãn lại do trích lập dự phòng phải thu tiền bán chứng khoán quá hạn chưa được khấu trừ,29.689.741.615,-,29689741615.0,
Thuế TNDN hoãn lại phát sinh do khoản doanh thu tạm thời chịu thuế năm 2015,Tài sản thuế thu nhập hoãn lại > Thuế TNDN hoãn lại phát sinh do khoản doanh thu tạm thời chịu thuế năm 2015,Thuế TNDN hoãn lại phát sinh do khoản doanh thu tạm thời chịu thuế năm 2015,(25.774.769.047),(1.356.566.792),-25774769047.0,-1356566792.0
Thuế hoãn lại phát sinh do chi phí/(hoàn nhập) dự phòng suy giảm giá trị khoản cho vay,Tài sản thuế thu nhập hoãn lại > Thuế hoãn lại phát sinh do chi phí/(hoàn nhập) dự phòng suy giảm giá trị khoản cho vay,Thuế hoãn lại phát sinh do chi phí/(hoàn nhập) dự phòng suy giảm giá trị khoản cho vay,(278.870.334),(1.596.192.863),-278870334.0,-1596192863.0
Thuế hoãn lại phát sinh do chênh lệch tạm thời tinh thuế,Tài sản thuế thu nhập hoãn lại > Thuế hoãn lại phát sinh do chênh lệch tạm thời tinh thuế,Thuế hoãn lại phát sinh do chênh lệch tạm thời tinh thuế,1.731.440.012,4.088.693.648,1731440012.0,4088693648.0
Số dư cuối năm,Tài sản thuế thu nhập hoãn lại > Số dư cuối năm,Số dư cuối năm,42.654.658.942,70.889.118.938,42654658942.0,70889118938.0
Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,,
Số dư đầu năm,Thuế TNDN hoãn lại phải trả > Số dư đầu năm,Số dư đầu năm,175.961.041.722,24.616.425.620,175961041722.0,24616425620.0
Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng TSTC FVTPL và AFS,Thuế TNDN hoãn lại phải trả > Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng TSTC FVTPL và AFS,Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng TSTC FVTPL và AFS,(105.599.989.314),151.344.616.102,-105599989314.0,151344616102.0
Số dư cuối năm,Thuế TNDN hoãn lại phải trả > Số dư cuối năm,Số dư cuối năm,70.361.052.408,175.961.041.722,70361052408.0,175961041722.0
