row_label_raw,row_label_full,Các loại tài sản tài chính,Số cuối năm > Giá mua/Giá gốc,Số cuối năm > Chênh lệch đánh giá > Chênh lệch tăng,Số cuối năm > Chênh lệch đánh giá > Chênh lệch giảm,Số cuối năm > Giá trị đánh giá lại,Số đầu năm > Giá mua/Giá gốc,Số đầu năm > Chênh lệch đánh giá > Chênh lệch tăng,Số đầu năm > Chênh lệch đánh giá > Chênh lệch giảm,Số đầu năm > Giá trị đánh giá lại,numeric__Số cuối năm > Giá mua/Giá gốc,numeric__Số cuối năm > Chênh lệch đánh giá > Chênh lệch tăng,numeric__Số cuối năm > Chênh lệch đánh giá > Chênh lệch giảm,numeric__Số cuối năm > Giá trị đánh giá lại,numeric__Số đầu năm > Giá mua/Giá gốc,numeric__Số đầu năm > Chênh lệch đánh giá > Chênh lệch tăng,numeric__Số đầu năm > Chênh lệch đánh giá > Chênh lệch giảm,numeric__Số đầu năm > Giá trị đánh giá lại
FVTPL,FVTPL,FVTPL,2.271.754.559.266,40.140.631.924,(291.218.449.532),2.020.676.741.658,1.421.999.430.092,153.458.160.991,(146.609.922.383),1.428.847.668.700,2271754559266.0,40140631924.0,-291218449532.0,2020676741658.0,1421999430092.0,153458160991.0,-146609922383.0,1428847668700.0
Cổ phiếu và CCQ niêm yết,Cổ phiếu và CCQ niêm yết,Cổ phiếu và CCQ niêm yết,1.590.440.590.076,28.276.338.474,(266.613.531.440),1.352.103.397.110,1.111.342.485.236,139.790.432.055,(115.385.133.311),1.135.747.783.980,1590440590076.0,28276338474.0,-266613531440.0,1352103397110.0,1111342485236.0,139790432055.0,-115385133311.0,1135747783980.0
Cổ phiếu và CCQ chưa niêm yết,Cổ phiếu và CCQ chưa niêm yết,Cổ phiếu và CCQ chưa niêm yết,120.582.017.570,11.864.293.450,(19.556.918.092),112.889.392.928,105.931.464.856,13.667.728.936,(31.224.789.072),88.374.404.720,120582017570.0,11864293450.0,-19556918092.0,112889392928.0,105931464856.0,13667728936.0,-31224789072.0,88374404720.0
Trái phiếu chưa niêm yết,Trái phiếu chưa niêm yết,Trái phiếu chưa niêm yết,560.731.951.620,-,(5.048.000.000),555.683.951.620,204.725.480.000,-,-,204.725.480.000,560731951620.0,,-5048000000.0,555683951620.0,204725480000.0,,,204725480000.0
AFS,AFS,AFS,897.201.597.145,311.664.630.114,(13.204.579.959),1.195.661.647.300,719.220.458.609,726.347.047.603,(6.861.588.212),1.438.705.918.000,897201597145.0,311664630114.0,-13204579959.0,1195661647300.0,719220458609.0,726347047603.0,-6861588212.0,1438705918000.0
Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,472.914.050.245,311.664.630.114,(13.204.579.959),771.374.100.400,557.013.231.309,709.424.647.603,(6.861.588.212),1.259.576.290.700,472914050245.0,311664630114.0,-13204579959.0,771374100400.0,557013231309.0,709424647603.0,-6861588212.0,1259576290700.0
Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,Cổ phiếu chưa niêm yết,385.192.646.900,-,-,385.192.646.900,162.207.227.300,16.922.400.000,-,179.129.627.300,385192646900.0,,,385192646900.0,162207227300.0,16922400000.0,,179129627300.0
Trái phiếu chưa niêm yết,Trái phiếu chưa niêm yết,Trái phiếu chưa niêm yết,39.094.900.000,-,-,39.094.900.000,-,-,-,-,39094900000.0,,,39094900000.0,,,,
Tổng cộng,Tổng cộng,Tổng cộng,3.168.956.156.411,351.805.262.038,(304.423.029.491),3.216.338.388.958,2.141.219.888.701,879.805.208.594,(153.471.510.595),2.867.553.586.700,3168956156411.0,351805262038.0,-304423029491.0,3216338388958.0,2141219888701.0,879805208594.0,-153471510595.0,2867553586700.0
