row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
300,300,300,C. NỘ PHẢI TRẢ,,14.604.148.661.302,10.093.548.452.074,,,14604148661302.0,10093548452074.0
310,310,310,I. Nợ phải trả ngắn hạn,,13.463.052.135.380,9.348.287.410.352,,,13463052135380.0,9348287410352.0
311,311,311,1. Vay và nợ thuê tài sản tài chính ngắn hạn,19,11.193.158.753.866,8.503.887.663.684,,19.0,11193158753866.0,8503887663684.0
312,312,312,1.1. Vay ngắn hạn,,11.193.158.753.866,8.503.887.663.684,,,11193158753866.0,8503887663684.0
316,316,316,2. Trái phiếu phát hành ngắn hạn,20,255.000.000.000,199.871.666.661,,20.0,255000000000.0,199871666661.0
318,318,318,3. Phải trả hoạt động giao dịch chứng khoán,22,20.890.746.200,-,,22.0,20890746200.0,
320,320,320,4. Phải trả người bán ngắn hạn,23,9.816.465.488,10.609.963.320,,23.0,9816465488.0,10609963320.0
321,321,321,5. Người mua trả tiền trước ngắn hạn,,56.096.109.184,5.119.599.349,,,56096109184.0,5119599349.0
322,322,322,6. Thuế và các khoản phải nộp Nhà nước,24,68.104.801.635,123.658.717.223,,24.0,68104801635.0,123658717223.0
323,323,323,7. Phải trả người lao động,,42.448.281.215,38.722.549.261,,,42448281215.0,38722549261.0
324,324,324,8. Các khoản trích nộp phúc lợi nhân viên,,61.618.847,9.298.247,,,61618847.0,9298247.0
325,325,325,9. Chi phí phải trả ngắn hạn,25,111.783.991.375,93.013.579.468,,25.0,111783991375.0,93013579468.0
329,329,329,"10. Các khoản phải trả, phải nộp ngắn hạn khác",26,1.489.599.070.345,188.465.511.079,,26.0,1489599070345.0,188465511079.0
331,331,331,"11. Quỹ khen thưởng, phúc lợi",,216.092.297.225,184.928.862.060,,,216092297225.0,184928862060.0
340,340,340,II. Nợ phải trả dài hạn,,1.141.096.525.922,745.261.041.722,,,1141096525922.0,745261041722.0
345,345,345,1. Trái phiếu chuyển đổi dài hạn – Cấu phần nợ,21,1.068.320.391.534,-,,21.0,1068320391534.0,
346,346,346,2. Trái phiếu phát hành dài hạn,20,-,569.300.000.000,,20.0,,569300000000.0
348,348,348,3. Người mua trả tiền trước dài hạn,,2.415.081.980,-,,,2415081980.0,
356,356,356,4. Thuế thu nhập doanh nghiệp hoãn lại phải trả,16,70.361.052.408,175.961.041.722,,16.0,70361052408.0,175961041722.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,8.863.513.351.422,8.151.849.870.790,,,8863513351422.0,8151849870790.0
410,410,410,I. Vốn chủ sở hữu,27,8.863.513.351.422,8.151.849.870.790,,27.0,8863513351422.0,8151849870790.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,5.235.152.952.935,5.027.878.981.200,,,5235152952935.0,5027878981200.0
411.1,411.1,411.1,1.1. Vốn góp của chủ sở hữu,,5.100.636.840.000,5.000.636.840.000,,,5100636840000.0,5000636840000.0
411.1a,411.1a,411.1a,a. Cổ phiếu phổ thông,,5.100.636.840.000,5.000.636.840.000,,,5100636840000.0,5000636840000.0
411.2,411.2,411.2,1.2. Thặng dư vốn cổ phần,,29.470.756.034,29.482.756.034,,,29470756034.0,29482756034.0
411.3,411.3,411.3,1.3. Quyền chọn chuyển đổi trái phiếu – Cấu phần vốn,,113.779.095.785,-,,,113779095785.0,
411.5,411.5,411.5,1.4. Cổ phiếu quỹ,,(8.733.738.884),(2.240.614.834),,,-8733738884.0,-2240614834.0
412,412,412,2. Chênh lệch đánh giá tài sản theo giá trị hợp lý,40,236.127.124.138,574.216.049.874,,40.0,236127124138.0,574216049874.0
414,414,414,3. Quỹ dự trữ bổ sung vốn điều lệ,,409.057.165.307,352.412.398.796,,,409057165307.0,352412398796.0
415,415,415,4. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,,324.549.570.623,267.904.804.112,,,324549570623.0,267904804112.0
417,417,417,5. Lợi nhuận chưa phân phối,27.1,2.658.626.538.419,1.929.437.636.808,,271.0,2658626538419.0,1929437636808.0
417.1,417.1,417.1,5.1 Lợi nhuận đã thực hiện,,2.917.855.477.653,1.953.454.426.782,,,2917855477653.0,1953454426782.0
417.2,417.2,417.2,5.2 Lợi nhuận chưa thực hiện,,(259.228.939.234),(24.016.789.974),,,-259228939234.0,-24016789974.0
440,440,440,TỔNG CỘNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,23.467.662.012.724,18.245.398.322.864,,,23467662012724.0,18245398322864.0
