row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Chi phí phải trả Sở Giao dịch Chứng khoán và Trung tâm Lưu ký Chứng khoán,Chi phí phải trả Sở Giao dịch Chứng khoán và Trung tâm Lưu ký Chứng khoán,Chi phí phải trả Sở Giao dịch Chứng khoán và Trung tâm Lưu ký Chứng khoán,10.236.172.942,15.568.197.526,10236172942.0,15568197526.0
Chi phí lãi trái phiếu thường phải trả,Chi phí lãi trái phiếu thường phải trả,Chi phí lãi trái phiếu thường phải trả,20.969.732.878,44.326.050.038,20969732878.0,44326050038.0
Chi phí lãi trái phiếu chuyển đổi phải trả,Chi phí lãi trái phiếu chuyển đổi phải trả,Chi phí lãi trái phiếu chuyển đổi phải trả,19.038.888.887,-,19038888887.0,
Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,50.361.178.367,11.252.507.067,50361178367.0,11252507067.0
Phí quản lý danh mục ủy thác phải trả Công ty TNHH Quản lý Quỹ SSI,Phí quản lý danh mục ủy thác phải trả Công ty TNHH Quản lý Quỹ SSI,Phí quản lý danh mục ủy thác phải trả Công ty TNHH Quản lý Quỹ SSI,496.609.963,3.125.755.884,496609963.0,3125755884.0
"Chi phí lãi hợp đồng đặt cọc môi giới chứng khoán, hợp đồng quản lý tiền gửi","Chi phí lãi hợp đồng đặt cọc môi giới chứng khoán, hợp đồng quản lý tiền gửi","Chi phí lãi hợp đồng đặt cọc môi giới chứng khoán, hợp đồng quản lý tiền gửi",4.130.279.305,602.246.575,4130279305.0,602246575.0
Phí dịch vụ,Phí dịch vụ,Phí dịch vụ,715.000.000,440.000.000,715000000.0,440000000.0
Phí hoa hồng phải trả cho đối tác,Phí hoa hồng phải trả cho đối tác,Phí hoa hồng phải trả cho đối tác,5.656.129.033,10.173.691.278,5656129033.0,10173691278.0
Các khoản khác,Các khoản khác,Các khoản khác,180.000.000,7.525.131.100,180000000.0,7525131100.0
Tổng cộng,Tổng cộng,Tổng cộng,111.783.991.375,93.013.579.468,111783991375.0,93013579468.0
