row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
100,100,100,A. TÀI SẢN NGĂN HẠN,,21.990.613.172.468,16.827.805.856.103,,,21990613172468.0,16827805856103.0
110,110,110,I. Tài sản tài chính,,21.959.452.985.080,16.693.828.639.595,,,21959452985080.0,16693828639595.0
111,111,111,1. Tiền và các khoản tương đương tiền,5,452.434.851.416,103.783.162.949,,5.0,452434851416.0,103783162949.0
111.1,111.1,111.1,1.1. Tiền,,152.418.413.398,103.783.162.949,,,152418413398.0,103783162949.0
111.2,111.2,111.2,1.2. Các khoản tương đương tiền,,300.016.438.018,-,,,300016438018.0,
112,112,112,2. Các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),7.1,2.020.676.741.658,1.428.847.668.700,,71.0,2020676741658.0,1428847668700.0
113,113,113,3. Các khoản đầu tư nằm giữ đến ngày đáo hạn (HTM),7.3,12.312.638.098.988,7.882.154.213.938,,73.0,12312638098988.0,7882154213938.0
114,114,114,4. Các khoản cho vay,7.4,5.966.651.185.939,5.764.072.330.098,,74.0,5966651185939.0,5764072330098.0
115,115,115,5. Tài sản tài chính sẵn sàng để bán (AFS),7.2,1.195.661.647.300,1.438.705.918.000,,72.0,1195661647300.0,1438705918000.0
116,116,116,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,8,(29.666.132.207),(23.071.577.500),,8.0,-29666132207.0,-23071577500.0
117,117,117,7. Các khoản phải thu,,301.712.370.797,27.841.653.070,,,301712370797.0,27841653070.0
117.1,117.1,117.1,7.1. Phải thu bán các tài sản tài chính,9,300.141.137.920,26.678.453.070,,9.0,300141137920.0,26678453070.0
117.2,117.2,117.2,"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",9,1.571.232.877,1.163.200.000,,9.0,1571232877.0,1163200000.0
117.3,117.3,117.3,"7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận",,-,-,,,,
117.4,117.3 > 117.4,117.4,"7.2.2. Dự thu cổ tức, tiến lãi chưa đến ngày nhận",,1.571.232.877,1.163.200.000,,,1571232877.0,1163200000.0
118,117.3 > 118,118,8. Trả trước cho người bán,9,29.537.058.111,17.069.462.403,,9.0,29537058111.0,17069462403.0
119,117.3 > 119,119,9. Phải thu các dịch vụ công ty chứng khoán cung cấp,9,20.178.456.888,43.720.116.252,,9.0,20178456888.0,43720116252.0
122,117.3 > 122,122,10. Các khoản phải thu khác,9,1.667.446.804,26.007.584.648,,9.0,1667446804.0,26007584648.0
129,117.3 > 129,129,11. Dự phòng suy giảm giá trị các khoản phải thu,9,(312.038.740.614),(15.301.892.963),,9.0,-312038740614.0,-15301892963.0
130,117.3 > 130,130,II. Tài sản ngắn hạn khác,10,31.160.187.388,133.977.216.508,,10.0,31160187388.0,133977216508.0
131,117.3 > 131,131,1. Tạm ứng,,3.541.008.943,8.887.124.630,,,3541008943.0,8887124630.0
132,117.3 > 132,132,"2. Vật tư văn phòng, công cụ, dụng cụ",,2.959.982.619,53.710.015,,,2959982619.0,53710015.0
133,117.3 > 133,133,3. Chi phí trả trước ngắn hạn,,20.451.648.166,9.234.893.747,,,20451648166.0,9234893747.0
134,117.3 > 134,134,"4. Cẩm cố, thế chấp, ký quỹ, ký cược ngắn hạn",,749.394.960,826.778.960,,,749394960.0,826778960.0
137,117.3 > 137,137,5. Tài sản ngắn hạn khác,,3.458.152.700,114.974.709.156,,,3458152700.0,114974709156.0
