row_label_raw,row_label_full,Tài sân,Số cuối năm VND,Số đầu năm VND,Mục đích đảm bảo,numeric__Số cuối năm VND,numeric__Số đầu năm VND,numeric__Mục đích đảm bảo
Ngắn hạn- Tài sân tài chính FVTPL (tính theo mệnh giá)- Tài sân tài chính AFS (tính theo mệnh giá),Ngắn hạn- Tài sân tài chính FVTPL (tính theo mệnh giá)- Tài sân tài chính AFS (tính theo mệnh giá),Ngắn hạn- Tài sân tài chính FVTPL (tính theo mệnh giá)- Tài sân tài chính AFS (tính theo mệnh giá),11.344.178.180.00032.178.180.000-,8.108.665.060.000183.670.880.00092.994.180.000,Vay ngắn hạnTrái phiếu do Công ty phát hành và vay ngắn hạnVay thầu chi và vay ngắn hạnVay thầu chi và vay ngắn hạn,,8.108665060000184e+35,
- Tiền gửi có kỳ hạn còn lại dưới 1 năm- Chứng chỉ tiền gửi có kỳ hạn còn lại dưới 1 năm,- Tiền gửi có kỳ hạn còn lại dưới 1 năm- Chứng chỉ tiền gửi có kỳ hạn còn lại dưới 1 năm,- Tiền gửi có kỳ hạn còn lại dưới 1 năm- Chứng chỉ tiền gửi có kỳ hạn còn lại dưới 1 năm,9.742.000.000.0001.570.000.000.000,7.832.000.000.000-,Vay ngắn hạnTrái phiếu do Công ty phát hành và vay ngắn hạnVay thầu chi và vay ngắn hạnVay thầu chi và vay ngắn hạn,9.742000000000157e+25,,
Dài hạn- Tiền gửi có kỳ hạn còn lại trên 1 năm- Chứng chỉ tiền gửi có kỳ hạn còn lại trên 1 năm- Đầu tư vào công ty liên kết (tính theo mệnh giá)- Tài sân cố định vô hình,Dài hạn- Tiền gửi có kỳ hạn còn lại trên 1 năm- Chứng chỉ tiền gửi có kỳ hạn còn lại trên 1 năm- Đầu tư vào công ty liên kết (tính theo mệnh giá)- Tài sân cố định vô hình,Dài hạn- Tiền gửi có kỳ hạn còn lại trên 1 năm- Chứng chỉ tiền gửi có kỳ hạn còn lại trên 1 năm- Đầu tư vào công ty liên kết (tính theo mệnh giá)- Tài sân cố định vô hình,438.801.200.000-138.801.200.000-,398.600.928.00070.000.000.000218.929.370.000109.671.558.000,Vay ngắn hạnVay thầu chi và vay ngắn hạnVay ngắn hạnTrái phiếu do Công ty phát hành,,3.986009280007e+46,
Tổng cộng,Tổng cộng,Tổng cộng,11.782.979.380.000,8.507.265.988.000,,11782979380000.0,8507265988000.0,
