row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay VND,Năm trước VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
,,,I. DOANH THU HOẠT ĐỘNG,,,,,,,
01,01,01,1. Lãi từ các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),,649.119.939.554,667.328.486.350,,,649119939554.0,667328486350.0
01.1,01.1,01.1,1.1. Lãi bán các tài sản tài chính FVTPL,29.1,312.524.572.584,258.242.105.970,,291.0,312524572584.0,258242105970.0
01.2,01.2,01.2,1.2. Chênh lệch tăng về đánh giá lại các tài sản tài chính FVTPL,29.2,248.241.114.908,362.650.941.804,,292.0,248241114908.0,362650941804.0
01.3,01.3,01.3,"1.3. Cổ tức, tiền lãi phát sinh từ tài sản tài chính FVTPL",29.3,88.354.252.062,46.435.438.576,,293.0,88354252062.0,46435438576.0
02,02,02,2. Lãi từ các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM),29.3,715.959.425.579,450.841.497.661,,293.0,715959425579.0,450841497661.0
03,03,03,3. Lãi từ các khoản cho vay và phải thu,29.3,710.869.164.035,519.650.863.341,,293.0,710869164035.0,519650863341.0
04,04,04,4. Lãi từ tài sản tài chính sẵn sàng để bán (AFS),29.3,200.587.941.138,257.264.125.857,,293.0,200587941138.0,257264125857.0
06,06,06,5. Doanh thu nghiệp vụ môi giới chứng khoán,,1.132.831.418.620,781.816.478.034,,,1132831418620.0,781816478034.0
07,07,07,"6. Doanh thu nghiệp vụ bảo lãnh, đại lý phát hành chứng khoán",,2.294.659.091,6.970.000.000,,,2294659091.0,6970000000.0
08,08,08,7. Doanh thu nghiệp vụ tư vấn đầu tư chứng khoán,,23.627.957.480,12.658.279.588,,,23627957480.0,12658279588.0
09,09,09,8. Doanh thu nghiệp vụ lưu ký chứng khoán,,16.196.356.140,13.106.660.608,,,16196356140.0,13106660608.0
10,10,10,9. Doanh thu hoạt động tư vấn tài chính,,125.202.889.557,104.386.740.785,,,125202889557.0,104386740785.0
11,11,11,10. Thu nhập hoạt động khác,31,20.959.940.458,30.064.853.287,,31.0,20959940458.0,30064853287.0
20,20,20,Cộng doanh thu hoạt động,,3.597.649.691.652,2.844.087.985.511,,,3597649691652.0,2844087985511.0
,,,II. CHI PHÍ HOẠT ĐỘNG,,,,,,,
21,21,21,1. Lỗ từ các tài sản tài chính FVTPL,,617.001.979.803,486.263.228.951,,,617001979803.0,486263228951.0
21.1,21.1,21.1,1.1 Lỗ bán các tài sản tài chính FVTPL,29.1,109.634.640.936,157.754.346.488,,291.0,109634640936.0,157754346488.0
21.2,21.2,21.2,1.2 Chênh lệch giảm đánh giá lại các tài sản tài chính FVTPL,29.2,506.167.171.119,327.790.083.420,,292.0,506167171119.0,327790083420.0
21.3,21.3,21.3,1.3 Chi phí giao dịch mua các tài sản tài chính FVTPL,,1.200.167.748,718.799.043,,,1200167748.0,718799043.0
23,23,23,2. Lỗ và ghi nhận chênh lệch đánh giá theo giá trị hợp lý tài sản tài chính AFS khi phân loại lại,,974.544.960,1.468.135.635,,,974544960.0,1468135635.0
24,24,24,"3. Chi phí/(hoàn nhập) dự phòng tài sản tài chính, xử lý tổn thất các khoản phải thu khó đòi, lỗ suy giảm tài sản tài chính và chi phí đi vay của các khoản cho vay",30,39.672.379.770,(50.808.499.167),,30.0,39672379770.0,-50808499167.0
26,26,26,4. Chi phí hoạt động tự doanh,34,13.766.532.715,98.558.298.482,,34.0,13766532715.0,98558298482.0
27,27,27,5. Chi phí nghiệp vụ môi giới chứng khoán,32,772.657.137.549,515.662.908.804,,32.0,772657137549.0,515662908804.0
28,28,28,"6. Chi phí nghiệp vụ bảo lãnh, đại lý phát hành chứng khoán",32,644.244.526,448.237.668,,32.0,644244526.0,448237668.0
29,29,29,7. Chi phí nghiệp vụ tư vấn đầu tư chứng khoán,32,20.611.871.141,17.339.245.420,,32.0,20611871141.0,17339245420.0
30,30,30,8. Chi phí nghiệp vụ lưu ký chứng khoán,32,22.252.011.562,18.364.941.338,,32.0,22252011562.0,18364941338.0
31,31,31,9. Chi phí hoạt động tư vấn tài chính,32,56.739.927.302,62.842.511.908,,32.0,56739927302.0,62842511908.0
32,32,32,10. Chi phí hoạt động khác,"32, 33",71.514.789.557,34.803.681.061,,,71514789557.0,34803681061.0
40,40,40,Cộng chi phí hoạt động,,1.615.835.418.885,1.184.942.690.100,,,1615835418885.0,1184942690100.0
