row_label_raw,row_label_full,STT,Danh mục các loại tài sản tài chính,Giá trị mua theo số kế toán VND,Giá trị ghi số VND,Số dư chênh lệch đánh giá lại cuối năm VND,Số dư chênh lệch đánh giá lại đầu năm VND,Chênh lệch thuần điều chỉnh số kế toán trong năm VND,Chênh lệch tăng VND,Chênh lệch giảm VND,numeric__Danh mục các loại tài sản tài chính,numeric__Giá trị mua theo số kế toán VND,numeric__Giá trị ghi số VND,numeric__Số dư chênh lệch đánh giá lại cuối năm VND,numeric__Số dư chênh lệch đánh giá lại đầu năm VND,numeric__Chênh lệch thuần điều chỉnh số kế toán trong năm VND,numeric__Chênh lệch tăng VND,numeric__Chênh lệch giảm VND
II,II,II,Loại AFS,897.201.597.145,1.195.661.647.300,298.460.050.155,719.485.459.389,(421.025.409.234),33.917.507.032,(454.942.916.266),,897201597145.0,1195661647300.0,298460050155.0,719485459389.0,-421025409234.0,33917507032.0,-454942916266.0
1,1,1,Cổ phiếu niêm yết,472.914.050.245,771.374.100.400,298.460.050.155,719.485.459.389,(421.025.409.234),33.917.436.662,(454.942.845.896),,472914050245.0,771374100400.0,298460050155.0,719485459389.0,-421025409234.0,33917436662.0,-454942845896.0
1,1,1,SGN,172.712.731.401,448.859.875.000,276.147.143.599,405.766.137.099,(129.618.993.500),16.877.960.900,(146.496.954.400),,172712731401.0,448859875000.0,276147143599.0,405766137099.0,-129618993500.0,16877960900.0,-146496954400.0
1,1,1,DHC,52.055.585.738,86.572.890.000,34.517.304.262,54.274.284.368,(19.756.980.106),2.108.938.799,(21.865.918.905),,52055585738.0,86572890000.0,34517304262.0,54274284368.0,-19756980106.0,2108938799.0,-21865918905.0
1,1,1,HAH,26.089.909.120,12.979.264.500,(13.110.644.620),(6.861.530.020),(6.249.114.600),336.500.500,(6.585.615.100),,26089909120.0,12979264500.0,-13110644620.0,-6861530020.0,-6249114600.0,336500500.0,-6585615100.0
1,1,1,SAF,293.328.576,1.293.474.000,1.000.145.424,1.318.384.170,(318.238.746),251.962.000,(570.200.746),,293328576.0,1293474000.0,1000145424.0,1318384170.0,-318238746.0,251962000.0,-570200746.0
1,1,1,IDC,21.761.298.400,21.667.499.700,(93.798.700),4.220.941.500,(4.314.740.200),468.993.500,(4.783.733.700),,21761298400.0,21667499700.0,-93798700.0,4220941500.0,-4314740200.0,468993500.0,-4783733700.0
1,1,1,Cổ phiếu niêm yết khác,200.001.197.010,200.001.097.200,(99.810),260.767.242.272,(260.767.342.082),13.873.080.963,(274.640.423.045),,200001197010.0,200001097200.0,-99810.0,260767242272.0,-260767342082.0,13873080963.0,-274640423045.0
2,2,2,Cổ phiếu chưa niêm yết,385.192.646.900,385.192.646.900,-,-,-,70.370,(70.370),,385192646900.0,385192646900.0,,,,70370.0,-70370.0
3,3,3,Trái phiếu chưa niêm yết,39.094.900.000,39.094.900.000,-,-,-,-,-,,39094900000.0,39094900000.0,,,,,
,,,Tổng cộng,3.168.956.156.411,3.216.338.388.958,47.382.232.547,726.333.697.992,(678.951.465.445),282.158.621.940,(961.110.087.385),,3168956156411.0,3216338388958.0,47382232547.0,726333697992.0,-678951465445.0,282158621940.0,-961110087385.0
