row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
,,,A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN (CTCK) VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT,,,,,,,
005,005,005,Ngoại tệ các loại USD,,-,-,,,,
006,005 > 006,006,Cổ phiếu đang lưu hành (số lượng),27.3,509.170.307,499.849.370,,273.0,509170307.0,499849370.0
007,005 > 007,007,Cổ phiếu quỹ (số lượng),27.3,893.377,214.314,,273.0,893377.0,214314.0
008,005 > 008,008,Tài sản tài chính niêm yết/đăng ký giao dịch tại Trung tâm Lưu ký Chứng khoán của CTCK (VND),28.1,858.047.450.000,881.101.020.000,,281.0,858047450000.0,881101020000.0
009,005 > 009,009,Tài sản tài chính đã lưu ký tại Trung tâm Lưu ký Chứng khoán và chưa giao dịch của CTCK (VND),28.2,10.482.230.000,10.485.780.000,,282.0,10482230000.0,10485780000.0
010,005 > 010,010,Tài sản tài chính chờ về của CTCK (VND),28.3,10.135.100.000,5.520.000,,283.0,10135100000.0,5520000.0
012,005 > 012,012,Tài sản tài chính chưa lưu ký tại Trung tâm Lưu ký Chứng khoán của CTCK (VND),28.4,913.120.310.000,380.192.020.000,,284.0,913120310000.0,380192020000.0
013,005 > 013,013,Tài sản tài chính được hưởng quyền của CTCK (VND),,39.095.130.000,660.000,,,39095130000.0,660000.0
,,,B. TÀI SẢN VÀ CÁC KHOÀN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỚI KHÁCH HÀNG,,,,,,,
021,005 > 021,021,Tài sản tài chính niêm yết/đăng ký giao dịch tại Trung tâm Lưu ký Chứng khoán của Nhà đầu tư (VND),28.5,42.493.662.500.000,33.276.995.380.000,,285.0,42493662500000.0,33276995380000.0
021.1,005 > 021.1,021.1,Tài sản tài chính giao dịch tự do chuyển nhượng,,34.656.128.250.000,27.586.903.680.000,,,34656128250000.0,27586903680000.0
021.2,005 > 021.2,021.2,Tài sản tài chính hạn chế chuyển nhượng,,548.270.620.000,572.565.500.000,,,548270620000.0,572565500000.0
021.3,005 > 021.3,021.3,Tài sản tài chính giao dịch cấm cố,,6.641.685.800.000,4.435.948.560.000,,,6641685800000.0,4435948560000.0
021.4,005 > 021.4,021.4,"Tài sản tài chính phong tỏa, tạm giữ",,305.694.280.000,30.525.850.000,,,305694280000.0,30525850000.0
021.5,005 > 021.5,021.5,Tài sản tài chính chờ thanh toán,,341.883.550.000,651.051.790.000,,,341883550000.0,651051790000.0
