row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị ghi số VND,Số cuối năm > Giá trị hợp lý (4) VND,Số đầu năm > Giá trị ghi số VND,Số đầu năm > Giá trị hợp lý (4) VND,numeric__Số cuối năm > Giá trị ghi số VND,numeric__Số cuối năm > Giá trị hợp lý (4) VND,numeric__Số đầu năm > Giá trị ghi số VND,numeric__Số đầu năm > Giá trị hợp lý (4) VND
Cho vay hoạt động ký quỹ (1),Cho vay hoạt động ký quỹ (1),Cho vay hoạt động ký quỹ (1),5.887.782.972.702,5.858.116.840.495,5.632.705.629.670,5.609.634.052.170,5887782972702.0,5858116840495.0,5632705629670.0,5609634052170.0
Cho vay hoạt động ứng trước tiền bán của khách hàng (2),Cho vay hoạt động ứng trước tiền bán của khách hàng (2),Cho vay hoạt động ứng trước tiền bán của khách hàng (2),73.246.329.906,73.246.329.906,126.735.539.319,126.735.539.319,73246329906.0,73246329906.0,126735539319.0,126735539319.0
Cho vay ứng trước tiền bán chứng khoán theo hợp đồng môi giới chứng khoán (3),Cho vay ứng trước tiền bán chứng khoán theo hợp đồng môi giới chứng khoán (3),Cho vay ứng trước tiền bán chứng khoán theo hợp đồng môi giới chứng khoán (3),5.621.883.331,5.621.883.331,4.631.161.109,4.631.161.109,5621883331.0,5621883331.0,4631161109.0,4631161109.0
Tổng cộng,Tổng cộng,Tổng cộng,5.966.651.185.939,5.936.985.053.732,5.764.072.330.098,5.741.000.752.598,5966651185939.0,5936985053732.0,5764072330098.0,5741000752598.0
