row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,308.664.023.273,195.949.196.141,308664023273.0,195949196141.0
Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,22.252.011.562,18.364.941.338,22252011562.0,18364941338.0
Chi phí lương và các khoản khác theo lương,Chi phí lương và các khoản khác theo lương,Chi phí lương và các khoản khác theo lương,347.074.264.575,281.391.322.027,347074264575.0,281391322027.0
"Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN",16.546.901.150,12.091.227.250,16546901150.0,12091227250.0
Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,1.293.981.717,922.255.305,1293981717.0,922255305.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",8.302.585.973,5.678.473.772,8302585973.0,5678473772.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,13.977.738.146,5.135.085.780,13977738146.0,5135085780.0
Chi phí/(Hoàn nhập) dự phòng,Chi phí/(Hoàn nhập) dự phòng,Chi phí/(Hoàn nhập) dự phòng,(160.568.499),(620.599.691),-160568499.0,-620599691.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,126.855.468.771,74.455.475.783,126855468771.0,74455475783.0
Chi phí về vốn,Chi phí về vốn,Chi phí về vốn,83.203.018.717,42.629.931.820,83203018717.0,42629931820.0
Chi phí khác,Chi phí khác,Chi phí khác,16.410.556.252,13.464.216.674,16410556252.0,13464216674.0
Tổng cộng,Tổng cộng,Tổng cộng,944.419.981.637,649.461.526.199,944419981637.0,649461526199.0
