row_label_raw,row_label_full,Cổ tức trả cho cổ đông,22.3,(371),(202),numeric__22.3,numeric__(371),numeric__(202)
Tiền thuần sử dụng vào hoạt động tài chính,Tiền thuần sử dụng vào hoạt động tài chính,Tiền thuần sử dụng vào hoạt động tài chính,,(371),(202),,-371.0,-202.0
Tiền thuần trong năm,Tiền thuần trong năm,Tiền thuần trong năm,,1.494.385,12.045.279,,1494385.0,12045279.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,31,31.954.195,19.908.916,31.0,31954195.0,19908916.0
Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,31,33.448.580,31.954.195,31.0,33448580.0,31954195.0
