row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Các giao dịch,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Các công ty con,Các công ty con,Các công ty con,Thu nhập lãi cho vay/tiền gửi,31.772,55.204,,31772.0,55204.0
Các công ty con,Các công ty con,Các công ty con,Chi phí trả lãi tiền vay/tiền gửi,(32.661),(26.384),,-32661.0,-26384.0
Các công ty con,Các công ty con,Các công ty con,Thu nhập từ hoạt động dịch vụ,10.359,9.021,,10359.0,9021.0
Các công ty con,Các công ty con,Các công ty con,Chi phí hoạt động dịch vụ,(13.472),(1.380),,-13472.0,-1380.0
Các công ty con,Các công ty con,Các công ty con,Chi phí từ hoạt động,,,,,
Các công ty con,Các công ty con > Các công ty con,Các công ty con,kinh doanh ngoại hồi,(1.638),(11.249),,-1638.0,-11249.0
Các công ty con,Các công ty con > Các công ty con,Các công ty con,Thu nhập từ cổ tức,47.230,126.717,,47230.0,126717.0
Các công ty con,Các công ty con > Các công ty con,Các công ty con,Thu nhập từ hoạt động khác,37.177,36.812,,37177.0,36812.0
Các công ty con,Các công ty con > Các công ty con,Các công ty con,Chi phí hoạt động khác,(1.960),(6),,-1960.0,-6.0
Các thành viên của Ban lãnh đạo Ngân hàng,Các công ty con > Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Chi phí trả lãi tiền gửi,(7.923),(4.972),,-7923.0,-4972.0
Các thành viên của Ban lãnh đạo Ngân hàng,Các công ty con > Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Thu nhập từ hoạt động dịch vụ,41,25,,41.0,25.0
Các thành viên của Ban lãnh đạo Ngân hàng,Các công ty con > Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Chi phí hoạt động khác,(40),-,,-40.0,
Các thành viên của Ban lãnh đạo Ngân hàng,Các công ty con > Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Thù lao sau thuế của thành viên Hội đồng Quản trị,(21.708),(25.920),,-21708.0,-25920.0
Các thành viên của Ban lãnh đạo Ngân hàng,Các công ty con > Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Thù lao sau thuế của thành viên Ban Kiểm soát,(7.236),(8.640),,-7236.0,-8640.0
Các thành viên của Ban lãnh đạo Ngân hàng,Các công ty con > Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Thu nhập sau thuế của thành viên Ban Tổng Giám đốc,(46.780),(63.621),,-46780.0,-63621.0
Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các công ty con > Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Thu nhập lãi tiền gửi/cho vay,1.829,1.513,,1829.0,1513.0
Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các công ty con > Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Chi phí trả lãi tiền vay/tiền gửi,(5.949),(5.873),,-5949.0,-5873.0
Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các công ty con > Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Thu nhập từ hoạt động dịch vụ,188,267,,188.0,267.0
Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các công ty con > Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Thu nhập khác,254,450,,254.0,450.0
Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các công ty con > Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Chi phí khác,-,(2.520),,,-2520.0
