row_label_raw,row_label_full,col_0,Vốn điều lệTriệu đồng,Vốn đầu tưXDCB vàmua sắmTSCDTriệu đồng,Thặng dưvốn cổphầnTriệu đồng,Cổ phiếuquỹTriệu đồng,Vốn khácTriệu đồng,Quỹdự phòngtài chínhTriệu đồng,Quỹ dự trữbố sungvốn điều lệTriệu đồng,Quỹ đầu tưphát triểnTriệu đồng,Chênh lệchty giáhối đoáiTriệu đồng,Lợi nhuậnchưaphân phốiTriệu đồng,Tổng cộngTriệu đồng,numeric__Vốn điều lệTriệu đồng,numeric__Vốn đầu tưXDCB vàmua sắmTSCDTriệu đồng,numeric__Thặng dưvốn cổphầnTriệu đồng,numeric__Cổ phiếuquỹTriệu đồng,numeric__Vốn khácTriệu đồng,numeric__Quỹdự phòngtài chínhTriệu đồng,numeric__Quỹ dự trữbố sungvốn điều lệTriệu đồng,numeric__Quỹ đầu tưphát triểnTriệu đồng,numeric__Chênh lệchty giáhối đoáiTriệu đồng,numeric__Lợi nhuậnchưaphân phốiTriệu đồng,numeric__Tổng cộngTriệu đồng
"Số đầu nămLợi nhuậnthuẩn trongnămTrích lập cácquỹ cho nấmtrướcTrích lập Quỹkhen thưởng,phúc lợi","Số đầu nămLợi nhuậnthuẩn trongnămTrích lập cácquỹ cho nấmtrướcTrích lập Quỹkhen thưởng,phúc lợi","Số đầu nămLợi nhuậnthuẩn trongnămTrích lập cácquỹ cho nấmtrướcTrích lập Quỹkhen thưởng,phúc lợi",18.852.157,1.121,63.612,(750.911),653,1.637.235,984.256,83.479,118.046,5.203.133,26.192.781,18852157.0,1121.0,63612.0,-750911.0,653.0,1637235.0,984256.0,83479.0,118046.0,5203133.0,26192781.0
"Số đầu nămLợi nhuậnthuẩn trongnămTrích lập cácquỹ cho nấmtrướcTrích lập Quỹkhen thưởng,phúc lợi","Số đầu nămLợi nhuậnthuẩn trongnămTrích lập cácquỹ cho nấmtrướcTrích lập Quỹkhen thưởng,phúc lợi","Số đầu nămLợi nhuậnthuẩn trongnămTrích lập cácquỹ cho nấmtrướcTrích lập Quỹkhen thưởng,phúc lợi",-,-,-,-,-,-,-,-,-,2.439.194,2.439.194,,,,,,,,,,2439194.0,2439194.0
"Số đầu nămLợi nhuậnthuẩn trongnămTrích lập cácquỹ cho nấmtrướcTrích lập Quỹkhen thưởng,phúc lợi","Số đầu nămLợi nhuậnthuẩn trongnămTrích lập cácquỹ cho nấmtrướcTrích lập Quỹkhen thưởng,phúc lợi","Số đầu nămLợi nhuậnthuẩn trongnămTrích lập cácquỹ cho nấmtrướcTrích lập Quỹkhen thưởng,phúc lợi",-,-,-,-,-,224.756,118.293,-,-,(343.049),-,,,,,,224756.0,118293.0,,,-343049.0,
"Số đầu nămLợi nhuậnthuẩn trongnămTrích lập cácquỹ cho nấmtrướcTrích lập Quỹkhen thưởng,phúc lợi","Số đầu nămLợi nhuậnthuẩn trongnămTrích lập cácquỹ cho nấmtrướcTrích lập Quỹkhen thưởng,phúc lợi","Số đầu nămLợi nhuậnthuẩn trongnămTrích lập cácquỹ cho nấmtrướcTrích lập Quỹkhen thưởng,phúc lợi",-,-,-,-,-,-,-,-,-,(404.561),(404.561),,,,,,,,,,-404561.0,-404561.0
Số cuối năm,Số cuối năm,Số cuối năm,18.852.157,1.121,63.612,(750.911),653,1.861.991,1.102.549,83.479,118.046,6.894.717,28.227.414,18852157.0,1121.0,63612.0,-750911.0,653.0,1861991.0,1102549.0,83479.0,118046.0,6894717.0,28227414.0
