row_label_raw,row_label_full,"Cổ tức nhân được trong năm từ góp vốn,mua cổ phần",Năm nayTriệu đồng > 52.381,Năm trướcTriệu đồng > 132.083,numeric__Năm nayTriệu đồng > 52.381,numeric__Năm trướcTriệu đồng > 132.083
- Từ công ty con (*),- Từ công ty con (*),- Từ công ty con (*),47.230,126.717,47230.0,126717.0
"- Từ góp vốn, đầu tư dài hạn","- Từ góp vốn, đầu tư dài hạn","- Từ góp vốn, đầu tư dài hạn",2.980,4.092,2980.0,4092.0
- Từ chứng khoán vốn đầu tư,- Từ chứng khoán vốn đầu tư,- Từ chứng khoán vốn đầu tư,2.171,1.274,2171.0,1274.0
Lãi thanh lý các khoản đầu tư dài hạn khác,Lãi thanh lý các khoản đầu tư dài hạn khác,Lãi thanh lý các khoản đầu tư dài hạn khác,-,23.229,,23229.0
,,,52.381,155.312,52381.0,155312.0
